Attribute,Before_DI,After_DI,Before_Acc,After_Acc,Fair_Before,Fair_After
RACE,0.6458224429968673,0.9499956180835456,0.8786332731616098,0.8678996465361625,False,True
SEX,0.7608635579372484,0.9515325005771933,0.8786332731616098,0.8678996465361625,False,True
ETHNICITY,0.8268770246636917,0.9500058759786715,0.8786332731616098,0.8678996465361625,True,True
AGE_GROUP,0.5597706366478086,0.5528260874965585,0.8786332731616098,0.8678996465361625,False,False
