SampleSize,DI_RACE_mean,DI_RACE_std,CV_RACE,DI_SEX_mean,DI_SEX_std,CV_SEX,DI_ETHNICITY_mean,DI_ETHNICITY_std,CV_ETHNICITY,DI_AGE_GROUP_mean,DI_AGE_GROUP_std,CV_AGE_GROUP
500,0.9652538348566065,0.10768223286200752,0.11155846159161262,1.3122223165791038,0.1391779568946799,0.10606278763609941,0.8208024826134193,0.10148169164647272,0.12363716459940152,1.8011347185520301,0.1629255818724578,0.09045718801280843
1000,0.9716994439434464,0.06694917926068861,0.06889906099872699,1.3196441043491824,0.092401520274677,0.07002003037799898,0.8229257515382212,0.07157752355848446,0.08697932155445497,1.7791437642465286,0.12169581004344497,0.06840133579367232
2000,0.9759652491615526,0.050129036042510185,0.05136354607459212,1.314290608286832,0.06353880669397526,0.048344564203192185,0.823630785799522,0.05196143030106869,0.06308825653065923,1.7880443664583507,0.08070885319066048,0.045138059605603444
5000,0.9706369973318809,0.03014830841560542,0.03106033305806196,1.3119204292755526,0.040271664146916464,0.030696727673609463,0.8285928486726892,0.03300837784818064,0.039836667551568034,1.7859381149242903,0.05425183687988456,0.030377221039478406
10000,0.9720359468729366,0.02311427475087677,0.02377923864362831,1.3145145686384632,0.02772717658286741,0.0210930918868297,0.8267363236997306,0.023900071967795786,0.028908941439563816,1.788467162574671,0.037523306170567955,0.020980707365378482
25000,0.9710919406652772,0.014806413434000269,0.015247179812713375,1.3144585295995577,0.017766973309899303,0.013516571964664348,0.8268659757844197,0.015100996872737481,0.01826293173861904,1.7853439864363656,0.024987009944721875,0.013995627808732352
50000,0.9711572403830434,0.009803292774895594,0.010094444408434811,1.3150645925509514,0.012437246118105946,0.009457517287405844,0.827284456742407,0.010168813966240493,0.012291798647205544,1.7854837096199194,0.015889989352588507,0.008899543169716766
100000,0.9704379958131619,0.00644828332130923,0.0066447143961072975,1.3142822077545275,0.008552959016058143,0.006507703570507138,0.8271688851396733,0.0067104797136793145,0.008112587204662808,1.7859955234708962,0.011617416229976472,0.0065047286386246
185026,0.9710144327168482,0.004797757173795771,0.004940974111344457,1.314562317770261,0.006525837979821855,0.004964266730915332,0.8266603154394597,0.005252793481158905,0.00635423448186995,1.7864534189306949,0.00840577381560703,0.004705285750265135
