Hospital,N,Accuracy,Selection_Rate,True_Rate,DI_RACE,WTPR_RACE,DI_AGE_GROUP,WTPR_AGE_GROUP
394000,488,0.8299180327868853,0.610655737704918,0.5266393442622951,0.34507678410117437,0.8064516129032258,0.5547921967769296,0.8857142857142857
396002,397,0.8614609571788413,0.6448362720403022,0.6675062972292192,0.6990892531876137,0.8543689320388349,0.6484480431848852,0.8235294117647058
397001,299,0.8361204013377926,0.45484949832775917,0.4916387959866221,0.7542857142857142,0.7647058823529411,0.4981684981684982,0.7787610619469026
398000,685,0.8540145985401459,0.5678832116788322,0.5153284671532846,0.0,0.8095238095238095,0.5708729731346857,0.9
398001,1477,0.8104265402843602,0.7183480027081923,0.6398104265402843,0.8543640897755611,0.8333333333333334,0.789731383883033,0.8920863309352518
398002,905,0.9104972375690608,0.2430939226519337,0.24419889502762432,0.2916666666666667,0.7631578947368421,0.19870235198702352,0.7388535031847133
400000,1297,0.825751734772552,0.5813415574402467,0.5443330763299923,0.0,0.8708272859216255,0.6423947057918227,0.853448275862069
405000,1318,0.8512898330804249,0.49013657056145676,0.4188163884673748,0.4709032339036941,0.8070175438596491,0.49173955296404276,0.8760563380281691
406000,409,0.8166259168704156,0.2591687041564792,0.4132029339853301,0.5164685908319185,0.36363636363636365,0.25837320574162675,0.3125
407000,2058,0.8483965014577259,0.4203109815354713,0.4387755102040816,0.6441267895451162,0.7301587301587301,0.49688667496886674,0.7774140752864157
409000,1235,0.8340080971659919,0.5927125506072874,0.5919028340080972,0.3888888888888889,0.7,0.6979591836734693,0.8554913294797688
410000,1596,0.8377192982456141,0.6077694235588973,0.4993734335839599,0.0,0.9385113268608414,0.7057368701808836,0.9379432624113475
415000,523,0.8891013384321224,0.27724665391969405,0.2887189292543021,0.0,0.0,0.38470345775131665,0.76
416000,184,0.8913043478260869,0.3804347826086957,0.30434782608695654,0.43844634628044765,0.8333333333333334,0.2948717948717949,0.9166666666666666
417000,936,0.8279914529914529,0.5331196581196581,0.5064102564102564,0.7276917168096274,0.5,0.5946702664866758,0.8202614379084967
421000,530,0.8452830188679246,0.6830188679245283,0.5735849056603773,0.7570436913025725,0.9154929577464789,0.6943168771526981,0.9482758620689655
422000,1466,0.8287858117326057,0.47748976807639837,0.5040927694406548,0.46153846153846156,0.6666666666666666,0.48097356066221897,0.7455968688845401
424000,125,0.808,0.496,0.368,0.34545454545454546,0.5,0.375,0.8518518518518519
425000,416,0.9350961538461539,0.15625,0.15865384615384615,0.7751054852320675,0.7714285714285715,0.14950980392156862,0.7777777777777778
429001,200,0.865,0.385,0.34,0.4393939393939394,0.8292682926829268,0.2893374741200828,0.8095238095238095
431000,1907,0.8159412690089145,0.47981122181436814,0.44153120083901415,0.5764705882352941,0.6666666666666666,0.5438256790662158,0.8
436000,338,0.8017751479289941,0.40236686390532544,0.4408284023668639,0.2857142857142857,0.6470588235294118,0.6441441441441442,0.7096774193548387
437000,617,0.8298217179902755,0.5688816855753647,0.44084278768233387,0.5628926076687271,0.875,0.5296803652968036,0.93125
444001,1971,0.8406900050735667,0.5768645357686454,0.5352612886859462,0.6520467836257311,0.8878504672897196,0.6109003997495545,0.8619756427604871
448001,1161,0.8630490956072352,0.3695090439276486,0.3996554694229113,0.0,0.0,0.43124465355004277,0.7419354838709677
449000,379,0.8548812664907651,0.45382585751978893,0.3562005277044855,0.5776223776223777,0.8,0.36075949367088606,0.8977272727272727
452000,785,0.7796178343949045,0.35668789808917195,0.4726114649681529,0.3073170731707317,0.6063829787234043,0.46003898635477586,0.596078431372549
453000,712,0.8370786516853933,0.425561797752809,0.3946629213483146,0.0,0.7222222222222222,0.43318954580055824,0.7967032967032966
458001,693,0.847041847041847,0.4790764790764791,0.3953823953823954,0.5948174322732627,0.872093023255814,0.5344768439108062,0.9
459000,1206,0.7520729684908789,0.41708126036484244,0.6069651741293532,0.0,0.0,0.6385542168674698,0.625
462000,205,0.8048780487804879,0.35609756097560974,0.47317073170731705,0.0,0.0,0.44366197183098594,0.5789473684210527
464002,757,0.8916776750330251,0.4610303830911493,0.39762219286657857,0.6019684138246738,0.8571428571428571,0.49511065362840967,0.9310344827586207
465000,2205,0.8648526077097506,0.4961451247165533,0.5868480725623583,0.0,0.8051839464882943,0.6267900981996727,0.7627329192546584
466000,106,0.8773584905660378,0.6132075471698113,0.5471698113207547,0.7966101694915255,0.75,0.59375,0.9117647058823529
474000,2425,0.8354639175257732,0.28288659793814436,0.39298969072164947,0.4844290657439446,0.5,0.41880705428132053,0.6426193118756937
477000,1190,0.8361344537815126,0.5974789915966386,0.49411764705882355,0.5796252927400468,0.9296116504854369,0.6894228324434274,0.9228855721393034
478000,628,0.8455414012738853,0.31687898089171973,0.39490445859872614,0.0,0.6666666666666666,0.3710491367861886,0.6728395061728395
480000,963,0.8920041536863966,0.3852544132917965,0.3956386292834891,0.9260343481654957,0.7142857142857143,0.37785621400705927,0.8083333333333333
481000,513,0.797270955165692,0.6023391812865497,0.4697855750487329,0.8412880966072456,0.9130434782608695,0.5420262664165104,0.8980891719745223
488000,284,0.8204225352112676,0.3591549295774648,0.3767605633802817,0.6,0.6666666666666666,,
497000,1731,0.829578278451762,0.45753899480069327,0.45233968804159447,0.6074380165289256,0.6666666666666666,0.4843324382280779,0.7734513274336283
500000,1392,0.8110632183908046,0.4109195402298851,0.5021551724137931,0.6860215053763441,0.7,0.6137213651238898,0.6739130434782609
502000,806,0.815136476426799,0.705955334987593,0.56575682382134,0.8580004873618218,0.9264705882352942,0.6932253570184606,0.9512195121951219
503001,991,0.8244197780020182,0.4046417759838547,0.3763874873864783,0.6945945945945947,0.7,0.5072261072261072,0.7735849056603774
505000,115,0.7913043478260869,0.6173913043478261,0.5826086956521739,0.34090909090909094,0.8333333333333334,0.6346153846153847,0.8
506000,747,0.7951807228915663,0.3627844712182062,0.41231593038821956,0.0,0.6699507389162561,0.42165109692691377,0.6388888888888888
508001,1195,0.8384937238493724,0.5497907949790795,0.45523012552301256,0.46174683358957463,0.8723404255319149,0.5716623888702898,0.9108108108108108
511000,647,0.8330757341576507,0.5394126738794436,0.43431221020092736,0.4419354838709677,0.8148148148148148,0.4523172905525847,0.9047619047619048
513000,741,0.8286099865047234,0.4251012145748988,0.4426450742240216,0.5678694158075601,0.5454545454545454,0.4385897681548189,0.7434782608695653
525000,388,0.8015463917525774,0.5360824742268041,0.3943298969072165,0.6592238171185539,0.875,0.5476951163852123,0.897196261682243
534001,340,0.8735294117647059,0.3588235294117647,0.34411764705882353,0.43636363636363634,0.5,0.3939393939393939,0.7777777777777778
537000,1911,0.8712715855572999,0.3448456305599163,0.38984824699110415,0.5700000000000001,0.7217391304347827,0.42560640160040014,0.7313432835820896
547001,206,0.8592233009708737,0.42718446601941745,0.441747572815534,0.7294117647058824,0.8115942028985508,0.3105022831050228,0.7111111111111111
549000,421,0.8147268408551069,0.5130641330166271,0.503562945368171,0.7751436781609196,0.7692307692307693,0.5147774036662925,0.7596899224806202
556000,344,0.8517441860465116,0.3953488372093023,0.40988372093023256,0.7828746177370031,0.7910447761194029,0.365034965034965,0.6666666666666666
600001,446,0.8251121076233184,0.4461883408071749,0.4461883408071749,0.0,0.7,0.46464198625581915,0.7593984962406015
601000,1975,0.9053164556962026,0.3032911392405063,0.26531645569620255,0.0,0.8863636363636364,0.28039772727272727,0.8633879781420765
602000,1094,0.8583180987202925,0.4670932358318099,0.44424131627056673,0.7344450421373498,0.8558282208588958,0.521269053527118,0.8323529411764706
603002,199,0.7688442211055276,0.4472361809045226,0.5778894472361809,0.8263305322128852,0.6428571428571429,0.38961038961038963,0.6
606000,790,0.889873417721519,0.3594936708860759,0.29240506329113924,0.7072916666666668,0.75,0.32672882672882675,0.89171974522293
608000,491,0.8778004073319755,0.45824847250509165,0.42973523421588594,0.29479768786127164,0.5,0.4904601571268237,0.8741258741258742
609001,154,0.8506493506493507,0.487012987012987,0.5194805194805194,0.5226480836236934,0.6666666666666666,0.3813559322033898,0.7692307692307693
615000,1188,0.8602693602693603,0.3021885521885522,0.30723905723905726,0.25961538461538464,0.7307692307692307,0.27575961850548025,0.6926070038910506
625000,481,0.8607068607068608,0.4074844074844075,0.3305613305613306,0.0,0.75,0.3363685636856369,0.8452380952380952
627000,587,0.8926746166950597,0.4122657580919932,0.403747870528109,0.0,0.8620689655172413,0.3923390894819466,0.8266666666666667
629001,420,0.9,0.2761904761904762,0.21904761904761905,0.30492424242424243,0.6666666666666666,0.20607787274453943,0.8235294117647058
634000,265,0.8867924528301887,0.539622641509434,0.49433962264150944,0.5,0.926829268292683,,
653001,309,0.8252427184466019,0.459546925566343,0.4854368932038835,0.3,0.5,0.6617647058823529,0.7786259541984732
