Threshold,Accuracy,F1,RACE_TPR_Ratio,ETHNICITY_TPR_Ratio,SEX_TPR_Ratio,AGE_GROUP_TPR_Ratio
0.1,0.4517419173521559,0.6216657715717866,0.9998005451765175,0.9999524940617577,0.9999148863733084,0.9999556986325645
0.25,0.6299493044220812,0.6990572050194492,0.9250870808196726,0.9705797318043383,0.9705849972409457,0.9435452907646416
0.5,0.736447850572352,0.6965941190378417,0.7687553217248242,0.8950709325579063,0.9114779086036284,0.6213873949245206
0.75,0.6795369299449807,0.5036913032560475,0.6935949259017223,0.915633099070862,0.8148978653890523,0.5607076573416365
0.9,0.6282846735053452,0.32454357070602907,0.7016696030849012,0.9673705491869511,0.7369819245863188,0.657453206813939
