Model,Attribute,Metric,Mean,Std,Threshold,Margin,Margin_sigma,VFR,Pct_Fair,Verdict
CatBoost,ETHNICITY,CAL,0.072891,0.017379,0.05,0.0229,1.3,0.1,10.0,UNFAIR
CatBoost,AGE_GROUP,DI,0.248073,0.011715,0.8,0.5519,47.1,0.0,0.0,UNFAIR
CatBoost,AGE_GROUP,SPD,0.466202,0.008951,0.1,0.3662,40.9,0.0,0.0,UNFAIR
CatBoost,AGE_GROUP,EOPP,0.282913,0.024214,0.1,0.1829,7.6,0.0,0.0,UNFAIR
CatBoost,AGE_GROUP,EOD,0.282913,0.024214,0.1,0.1829,7.6,0.0,0.0,UNFAIR
CatBoost,AGE_GROUP,TI,0.013682,0.003905,0.1,0.0863,22.1,0.0,100.0,FAIR
CatBoost,AGE_GROUP,PP,0.088126,0.027541,0.1,0.0119,0.4,0.2667,73.3,FAIR
CatBoost,AGE_GROUP,CAL,0.19197,0.06904,0.05,0.142,2.1,0.0,0.0,UNFAIR
DNN (PyTorch),RACE,DI,0.614381,0.111217,0.8,0.1856,1.7,0.0333,3.3,UNFAIR
DNN (PyTorch),RACE,SPD,0.195653,0.05448,0.1,0.0957,1.8,0.0333,3.3,UNFAIR
DNN (PyTorch),RACE,EOPP,0.185661,0.099688,0.1,0.0857,0.9,0.2333,23.3,UNFAIR
DNN (PyTorch),RACE,EOD,0.187392,0.097083,0.1,0.0874,0.9,0.2333,23.3,UNFAIR
DNN (PyTorch),RACE,TI,0.021058,0.014652,0.1,0.0789,5.4,0.0,100.0,FAIR
DNN (PyTorch),RACE,PP,0.141352,0.080157,0.1,0.0414,0.5,0.2667,26.7,UNFAIR
DNN (PyTorch),RACE,CAL,0.637836,0.140252,0.05,0.5878,4.2,0.0,0.0,UNFAIR
DNN (PyTorch),SEX,DI,0.753537,0.015905,0.8,0.0465,2.9,0.0,0.0,UNFAIR
DNN (PyTorch),SEX,SPD,0.130618,0.009959,0.1,0.0306,3.1,0.0,0.0,UNFAIR
DNN (PyTorch),SEX,EOPP,0.044546,0.0115,0.1,0.0555,4.8,0.0,100.0,FAIR
DNN (PyTorch),SEX,EOD,0.069902,0.009197,0.1,0.0301,3.3,0.0,100.0,FAIR
DNN (PyTorch),SEX,TI,0.00405,0.002066,0.1,0.096,46.4,0.0,100.0,FAIR
DNN (PyTorch),SEX,PP,0.009364,0.006548,0.1,0.0906,13.8,0.0,100.0,FAIR
DNN (PyTorch),SEX,CAL,0.080142,0.013323,0.05,0.0301,2.3,0.0,0.0,UNFAIR
DNN (PyTorch),ETHNICITY,DI,0.825499,0.020763,0.8,0.0255,1.2,0.1667,83.3,FAIR
DNN (PyTorch),ETHNICITY,SPD,0.081956,0.010307,0.1,0.018,1.8,0.0667,93.3,FAIR
DNN (PyTorch),ETHNICITY,EOPP,0.03625,0.01309,0.1,0.0637,4.9,0.0,100.0,FAIR
DNN (PyTorch),ETHNICITY,EOD,0.041925,0.010245,0.1,0.0581,5.7,0.0,100.0,FAIR
DNN (PyTorch),ETHNICITY,TI,0.002173,0.001507,0.1,0.0978,64.9,0.0,100.0,FAIR
DNN (PyTorch),ETHNICITY,PP,0.015673,0.009523,0.1,0.0843,8.9,0.0,100.0,FAIR
DNN (PyTorch),ETHNICITY,CAL,0.073082,0.014679,0.05,0.0231,1.6,0.0667,6.7,UNFAIR
DNN (PyTorch),AGE_GROUP,DI,0.287879,0.013135,0.8,0.5121,39.0,0.0,0.0,UNFAIR
DNN (PyTorch),AGE_GROUP,SPD,0.44587,0.009717,0.1,0.3459,35.6,0.0,0.0,UNFAIR
DNN (PyTorch),AGE_GROUP,EOPP,0.245457,0.027732,0.1,0.1455,5.2,0.0,0.0,UNFAIR
DNN (PyTorch),AGE_GROUP,EOD,0.245457,0.027732,0.1,0.1455,5.2,0.0,0.0,UNFAIR
DNN (PyTorch),AGE_GROUP,TI,0.01527,0.003288,0.1,0.0847,25.8,0.0,100.0,FAIR
DNN (PyTorch),AGE_GROUP,PP,0.135509,0.023448,0.1,0.0355,1.5,0.0667,6.7,UNFAIR
DNN (PyTorch),AGE_GROUP,CAL,0.207398,0.054461,0.05,0.1574,2.9,0.0,0.0,UNFAIR
Stacking Ensemble,RACE,DI,0.634636,0.107842,0.8,0.1654,1.5,0.0333,3.3,UNFAIR
Stacking Ensemble,RACE,SPD,0.184682,0.054115,0.1,0.0847,1.6,0.0333,3.3,UNFAIR
Stacking Ensemble,RACE,EOPP,0.129694,0.066566,0.1,0.0297,0.4,0.4,40.0,UNFAIR
Stacking Ensemble,RACE,EOD,0.136657,0.059856,0.1,0.0367,0.6,0.3667,36.7,UNFAIR
Stacking Ensemble,RACE,TI,0.029207,0.017326,0.1,0.0708,4.1,0.0333,96.7,FAIR
Stacking Ensemble,RACE,PP,0.113273,0.058578,0.1,0.0133,0.2,0.5,50.0,UNFAIR
Stacking Ensemble,RACE,CAL,0.636236,0.123104,0.05,0.5862,4.8,0.0,0.0,UNFAIR
Stacking Ensemble,SEX,DI,0.754944,0.013559,0.8,0.0451,3.3,0.0,0.0,UNFAIR
Stacking Ensemble,SEX,SPD,0.127622,0.008402,0.1,0.0276,3.3,0.0,0.0,UNFAIR
Stacking Ensemble,SEX,EOPP,0.040495,0.009067,0.1,0.0595,6.6,0.0,100.0,FAIR
Stacking Ensemble,SEX,EOD,0.054251,0.00703,0.1,0.0457,6.5,0.0,100.0,FAIR
Stacking Ensemble,SEX,TI,0.005373,0.002567,0.1,0.0946,36.9,0.0,100.0,FAIR
Stacking Ensemble,SEX,PP,0.008136,0.006714,0.1,0.0919,13.7,0.0,100.0,FAIR
Stacking Ensemble,SEX,CAL,0.119627,0.017873,0.05,0.0696,3.9,0.0,0.0,UNFAIR
Stacking Ensemble,ETHNICITY,DI,0.826164,0.021155,0.8,0.0262,1.2,0.1333,86.7,FAIR
Stacking Ensemble,ETHNICITY,SPD,0.080325,0.01038,0.1,0.0197,1.9,0.0333,96.7,FAIR
Stacking Ensemble,ETHNICITY,EOPP,0.02622,0.01135,0.1,0.0738,6.5,0.0,100.0,FAIR
Stacking Ensemble,ETHNICITY,EOD,0.035018,0.006738,0.1,0.065,9.6,0.0,100.0,FAIR
Stacking Ensemble,ETHNICITY,TI,0.00415,0.001951,0.1,0.0958,49.1,0.0,100.0,FAIR
Stacking Ensemble,ETHNICITY,PP,0.009327,0.006457,0.1,0.0907,14.0,0.0,100.0,FAIR
Stacking Ensemble,ETHNICITY,CAL,0.129374,0.030636,0.05,0.0794,2.6,0.0,0.0,UNFAIR
Stacking Ensemble,AGE_GROUP,DI,0.277503,0.011353,0.8,0.5225,46.0,0.0,0.0,UNFAIR
Stacking Ensemble,AGE_GROUP,SPD,0.44751,0.009565,0.1,0.3475,36.3,0.0,0.0,UNFAIR
Stacking Ensemble,AGE_GROUP,EOPP,0.207516,0.02262,0.1,0.1075,4.8,0.0,0.0,UNFAIR
Stacking Ensemble,AGE_GROUP,EOD,0.208024,0.021146,0.1,0.108,5.1,0.0,0.0,UNFAIR
Stacking Ensemble,AGE_GROUP,TI,0.020405,0.004408,0.1,0.0796,18.1,0.0,100.0,FAIR
Stacking Ensemble,AGE_GROUP,PP,0.080205,0.03164,0.1,0.0198,0.6,0.2667,73.3,FAIR
Stacking Ensemble,AGE_GROUP,CAL,0.299338,0.098004,0.05,0.2493,2.5,0.0,0.0,UNFAIR
LGB-XGB Blend,RACE,DI,0.633206,0.106394,0.8,0.1668,1.6,0.0,0.0,UNFAIR
LGB-XGB Blend,RACE,SPD,0.186481,0.054154,0.1,0.0865,1.6,0.0,0.0,UNFAIR
LGB-XGB Blend,RACE,EOPP,0.134927,0.066085,0.1,0.0349,0.5,0.4667,46.7,UNFAIR
LGB-XGB Blend,RACE,EOD,0.141726,0.061824,0.1,0.0417,0.7,0.3333,33.3,UNFAIR
LGB-XGB Blend,RACE,TI,0.025079,0.013865,0.1,0.0749,5.4,0.0,100.0,FAIR
LGB-XGB Blend,RACE,PP,0.125961,0.071859,0.1,0.026,0.4,0.4333,43.3,UNFAIR
LGB-XGB Blend,RACE,CAL,0.568042,0.14729,0.05,0.518,3.5,0.0,0.0,UNFAIR
LGB-XGB Blend,SEX,DI,0.760053,0.013423,0.8,0.0399,3.0,0.0333,3.3,UNFAIR
LGB-XGB Blend,SEX,SPD,0.124625,0.008332,0.1,0.0246,3.0,0.0333,3.3,UNFAIR
LGB-XGB Blend,SEX,EOPP,0.036574,0.009649,0.1,0.0634,6.6,0.0,100.0,FAIR
LGB-XGB Blend,SEX,EOD,0.049479,0.007334,0.1,0.0505,6.9,0.0,100.0,FAIR
LGB-XGB Blend,SEX,TI,0.004053,0.002252,0.1,0.0959,42.6,0.0,100.0,FAIR
LGB-XGB Blend,SEX,PP,0.009008,0.00765,0.1,0.091,11.9,0.0,100.0,FAIR
LGB-XGB Blend,SEX,CAL,0.070466,0.017654,0.05,0.0205,1.2,0.1,10.0,UNFAIR
LGB-XGB Blend,ETHNICITY,DI,0.83163,0.021221,0.8,0.0316,1.5,0.0667,93.3,FAIR
LGB-XGB Blend,ETHNICITY,SPD,0.07776,0.010345,0.1,0.0222,2.1,0.0333,96.7,FAIR
LGB-XGB Blend,ETHNICITY,EOPP,0.020005,0.011708,0.1,0.08,6.8,0.0,100.0,FAIR
LGB-XGB Blend,ETHNICITY,EOD,0.032978,0.006751,0.1,0.067,9.9,0.0,100.0,FAIR
LGB-XGB Blend,ETHNICITY,TI,0.003428,0.001798,0.1,0.0966,53.7,0.0,100.0,FAIR
LGB-XGB Blend,ETHNICITY,PP,0.010036,0.007016,0.1,0.09,12.8,0.0,100.0,FAIR
LGB-XGB Blend,ETHNICITY,CAL,0.084897,0.031781,0.05,0.0349,1.1,0.1333,13.3,UNFAIR
LGB-XGB Blend,AGE_GROUP,DI,0.289959,0.010466,0.8,0.51,48.7,0.0,0.0,UNFAIR
LGB-XGB Blend,AGE_GROUP,SPD,0.436947,0.008576,0.1,0.3369,39.3,0.0,0.0,UNFAIR
LGB-XGB Blend,AGE_GROUP,EOPP,0.187507,0.018487,0.1,0.0875,4.7,0.0,0.0,UNFAIR
LGB-XGB Blend,AGE_GROUP,EOD,0.187507,0.018487,0.1,0.0875,4.7,0.0,0.0,UNFAIR
LGB-XGB Blend,AGE_GROUP,TI,0.016218,0.003954,0.1,0.0838,21.2,0.0,100.0,FAIR
LGB-XGB Blend,AGE_GROUP,PP,0.082642,0.026528,0.1,0.0174,0.7,0.2667,73.3,FAIR
LGB-XGB Blend,AGE_GROUP,CAL,0.224004,0.076932,0.05,0.174,2.3,0.0,0.0,UNFAIR
