Fold,Acc,AUC,Train_Hospitals,Val_Hospitals,DI_RACE,SPD_RACE,EOPP_RACE,EOD_RACE,TI_RACE,PP_RACE,CAL_RACE,DI_SEX,SPD_SEX,EOPP_SEX,EOD_SEX,TI_SEX,PP_SEX,CAL_SEX,DI_ETHNICITY,SPD_ETHNICITY,EOPP_ETHNICITY,EOD_ETHNICITY,TI_ETHNICITY,PP_ETHNICITY,CAL_ETHNICITY,DI_AGE_GROUP,SPD_AGE_GROUP,EOPP_AGE_GROUP,EOD_AGE_GROUP,TI_AGE_GROUP,PP_AGE_GROUP,CAL_AGE_GROUP
1,0.8618680617859111,0.941102976816446,351,88,0.626575750930768,0.19000927314368543,0.07341688279523662,0.07341688279523662,0.0034097971372210115,0.08341672289309754,0.12708471039561708,0.7531665534543047,0.1296500380954207,0.04125232345787877,0.06152999302409523,0.004258947104388067,0.0008319230910592834,0.034770086455453514,0.8271738440476751,0.08039287425863773,0.024679414893191587,0.032227182823272346,0.0018429749771772946,0.004167312353697827,0.022327945199081323,0.5146923735431189,0.2976004200630614,0.10203709890757862,0.11511405285778578,0.004181492244592341,0.04941312840742906,0.020414032545781224
2,0.8597710592024904,0.9395980248453062,351,88,0.6246714999664047,0.1924042692845247,0.06738892175785371,0.06738892175785371,0.0073818467112441305,0.06816771356505469,0.1422710992129418,0.761299619256445,0.12447753632455383,0.03955604616235109,0.05396979186347002,0.0035560449810972186,0.008398296189017884,0.03269603729483833,0.8301785764867714,0.07883843803863799,0.0293090986244543,0.0293090986244543,0.00030795875518485616,0.01208091950091561,0.020467690216307705,0.5266898040606668,0.287192936215333,0.09434474650860436,0.10302252070198425,0.004253613328399554,0.061126849651682136,0.03469547840470233
3,0.8608249651400344,0.940438606360944,351,88,0.7549507228592246,0.12400058408919684,0.08143959600270279,0.08143959600270279,0.013889998972726171,0.1892918088737201,0.2651379568643767,0.7614675281900312,0.12437591341041221,0.03914091660940089,0.053703665029222955,0.0034981529966347097,0.00812156200279357,0.04768168322596811,0.8400729686115553,0.07403553087587611,0.024064552186670363,0.024064552186670363,0.0003005571727967074,0.016677246609775098,0.0325074681272417,0.5224739958766947,0.2907146127917459,0.09785659348556719,0.10587864866204637,0.003794578250121243,0.05791750374204274,0.0322244264052044
4,0.8623004334525959,0.9413713488681112,351,88,0.6376167333260239,0.18439129561559553,0.06319031143599796,0.06319031143599796,0.006220630170516918,0.08687725794217105,0.21066906318254452,0.7499776139186864,0.1316529826580881,0.045204548055021165,0.06159970891457858,0.0035055202965149426,0.0011754606457055061,0.051060122819122145,0.825232480645129,0.08134926430492712,0.025898969199234623,0.03289295657769485,0.0018900281318450923,0.00341060871311738,0.018349899543188164,0.5138800583374367,0.2983192664902046,0.10506578580005099,0.11326532630634019,0.00331563336640342,0.05115400743595089,0.027093764450713986
5,0.8626030936192751,0.9416216956895094,352,87,0.638054654603114,0.18005847198579167,0.09081856654672193,0.09081856654672193,0.009681410189001503,0.10823618687144099,0.13902635826438958,0.746865456372753,0.13092278416657488,0.04546044811316685,0.06019531485523845,0.0040848147872170545,0.001599557168286303,0.03411836073657509,0.826180972275333,0.07926210799654432,0.02526895803548035,0.02989036944065769,0.0016223107693611183,0.004074082413351832,0.027036312802648954,0.5104260373034494,0.29521517418127313,0.1053577312239471,0.10715456796875594,0.0034477400373857728,0.04742864355999432,0.04082413501252613
