Model,A_SR,A_TPR,A_PPV,Accuracy,AUC,Acc_Drop_pp,DI_RACE,Race_Fair,DI_AGE,Age_Fair,DI_SEX,Sex_Fair,DI_ETH,Eth_Fair,Total_Fair
Reweigh_1,0.4,0.0,0.0,0.8523342665355139,0.9458926076635251,2.5342384313555955,0.7709100349880124,3,0.5951035942477634,1,0.8542289630770031,7,0.905557680570274,7,18
Reweigh_1,0.4,0.0,0.4,0.8647379287235307,0.9458926076635251,1.2938722125539148,0.7149652442983924,3,0.4706583974810818,3,0.8281312384202482,7,0.8788010960370977,7,20
Reweigh_1,0.4,0.0,0.8,0.8723963118696831,0.9458926076635251,0.5280338979386734,0.6367972485453194,4,0.36752197766982087,1,0.8071175003356018,7,0.8567149629218817,7,19
Reweigh_1,0.4,0.4,0.0,0.8516046393479835,0.9458926076635251,2.60720115010864,0.7885043123014072,3,0.5925647044303413,3,0.8707182070768715,7,0.9088909280859037,7,20
Reweigh_1,0.4,0.4,0.4,0.8641758455568407,0.9458926076635251,1.350080529222919,0.7308375880163117,3,0.4662036605168245,3,0.843732244672953,7,0.8813369504336493,7,20
Reweigh_1,0.4,0.4,0.8,0.8719423216196642,0.9458926076635251,0.5734329229405644,0.6408779052871985,4,0.362865048580536,1,0.8213299018265952,7,0.8585313117209851,7,19
Reweigh_1,0.4,0.8,0.0,0.850669635618778,0.9458926076635251,2.700701523029192,0.8128624230085837,5,0.5899785410341749,3,0.8881125114282923,7,0.9120737933110293,7,22
Reweigh_1,0.4,0.8,0.4,0.8631381535567975,0.9458926076635251,1.4538497292272412,0.7423073941239006,3,0.46165232614675716,3,0.8608553538758764,7,0.8836343509300763,7,20
Reweigh_1,0.4,0.8,0.8,0.8710019132446251,0.9458926076635251,0.6674737604444814,0.6492110323505015,4,0.35733077736693614,1,0.8370023460519325,7,0.8620407007295264,7,19
Reweigh_1,0.4,1.0,0.0,0.8502534778895939,0.9458926076635251,2.742317295947594,0.8168678834771268,5,0.586785181170175,3,0.8969619828047498,7,0.9135028970076525,7,22
Reweigh_1,0.4,1.0,0.4,0.8625652610984402,0.9458926076635251,1.5111389750629645,0.7427365678056619,3,0.45916293803809183,3,0.8690056169926527,7,0.8855776398022719,7,20
Reweigh_1,0.4,1.0,0.8,0.8702398581820934,0.9458926076635251,0.7436792666976499,0.6469922625036578,4,0.35524842666707335,1,0.8465346626498977,7,0.863196840334142,7,19
Reweigh_1,0.8,0.0,0.0,0.8271324030136306,0.9458926076635251,5.054424783543931,0.8837689173799208,5,0.8028778749665989,3,0.9326348913659768,6,0.9590669700940389,7,21
Reweigh_1,0.8,0.0,0.4,0.8483672564936819,0.9458926076635251,2.930939435538793,0.7923043192964234,4,0.6051002561002461,1,0.8887254832537506,7,0.9169734998562042,7,19
Reweigh_1,0.8,0.0,0.8,0.8609600812858733,0.9458926076635251,1.671656956319656,0.7136108273748722,3,0.4724213214605985,3,0.8617668469034665,7,0.8877536517413991,7,20
Reweigh_1,0.8,0.4,0.0,0.8258569065969107,0.9458926076635251,5.181974425215918,0.9028955156500803,3,0.8047857922899316,3,0.9552997512742026,6,0.9639690216237645,7,19
Reweigh_1,0.8,0.4,0.4,0.8468917881811205,0.9458926076635251,3.078486266794933,0.7989807376103767,4,0.5997746829614,1,0.9085270883232807,7,0.9200551319551391,7,19
Reweigh_1,0.8,0.4,0.8,0.8599277939316636,0.9458926076635251,1.7748856917406242,0.7324442719966461,3,0.46710667532513045,3,0.8803392164796892,7,0.8900284494864494,7,20
Reweigh_1,0.8,0.8,0.0,0.8234788624301449,0.9458926076635251,5.419778841892498,0.9151437745908253,3,0.8056795600117577,3,0.9778610546151095,6,0.9689693815008372,7,19
Reweigh_1,0.8,0.8,0.4,0.8451623015143818,0.9458926076635251,3.251434933468811,0.8159624249008989,5,0.5934357168416124,1,0.9286537976540169,6,0.9232662097960479,7,19
Reweigh_1,0.8,0.8,0.8,0.8582361397857599,0.9458926076635251,1.9440511063310018,0.7359752296345677,3,0.4597843724857399,3,0.8991770009386607,7,0.8928454470616572,7,20
Reweigh_1,0.8,1.0,0.0,0.8222033660134251,0.9458926076635251,5.547328483564473,0.9187873568115695,3,0.8055837599573072,3,0.9902602121294425,6,0.9728011713875252,7,19
Reweigh_1,0.8,1.0,0.4,0.8441948699101748,0.9458926076635251,3.348178093889509,0.8232520152921424,5,0.5902181968608669,3,0.9385219197435961,6,0.9259261885066891,7,21
Reweigh_1,0.8,1.0,0.8,0.8574092289732254,0.9458926076635251,2.0267421875844516,0.7473449120574321,3,0.45806018308505236,3,0.9077400156193809,7,0.8935408326303794,7,20
Reweigh_1,1.0,0.0,0.0,0.8044112719293505,0.9458926076635251,7.32653789197194,0.9971839051631888,3,0.9961353129457698,3,0.9999806872630497,5,0.9905285713162258,6,17
Reweigh_1,1.0,0.0,0.4,0.8360987104515041,0.9458926076635251,4.157794039756579,0.8336937335686823,5,0.6992529403201211,1,0.9272628212249817,6,0.9408603279190287,7,19
Reweigh_1,1.0,0.0,0.8,0.8523504804730146,0.9458926076635251,2.5326170376055224,0.7577686913441687,3,0.534351753226201,1,0.891579025335965,7,0.9065745831231792,7,18
Reweigh_1,1.0,0.4,0.0,0.8010495822208771,0.9458926076635251,7.662706862819279,0.9585631824953509,3,0.9554157319232054,3,0.9700493363895426,5,0.9791497903930637,6,17
Reweigh_1,1.0,0.4,0.4,0.8341368240139224,0.9458926076635251,4.3539826835147455,0.8499693043967018,5,0.6966256649227541,1,0.9503669535809947,6,0.9467662502101142,7,19
Reweigh_1,1.0,0.4,0.8,0.8508047517646169,0.9458926076635251,2.6871899084452977,0.7697084826582935,3,0.5271466766466522,1,0.9136568956995973,7,0.9098800677481184,7,18
Reweigh_1,1.0,0.8,0.0,0.7962502567206771,0.9458926076635251,8.14263941283928,0.9104692199525428,3,0.9119687347499474,3,0.9364376612151141,5,0.966562671638798,6,17
Reweigh_1,1.0,0.8,0.4,0.8316777101596532,0.9458926076635251,4.599894068941667,0.8683171807153408,5,0.6943033765712702,1,0.9741163881195412,6,0.952442509578732,7,19
Reweigh_1,1.0,0.8,0.8,0.8495130414103964,0.9458926076635251,2.8163609438673465,0.7883463444904548,4,0.5252849604276332,1,0.9314033519696384,7,0.9129115881491909,7,19
Reweigh_1,1.0,1.0,0.0,0.7934992919913958,0.9458926076635251,8.417735885767408,0.875972562530216,3,0.8950449932053463,3,0.9195149699995249,5,0.9582274043604767,6,17
Reweigh_1,1.0,1.0,0.4,0.8308562039929523,0.9458926076635251,4.682044685611753,0.8724131650407257,5,0.6952169330345757,1,0.9842927013066181,6,0.9545810349194847,7,19
Reweigh_1,1.0,1.0,0.8,0.8487401770561975,0.9458926076635251,2.893647379287234,0.7962537721485831,4,0.5232955219846535,3,0.9404219681918118,6,0.9146449151862656,7,20
Reweigh_3,0.0,0.0,0.0,0.804735550679364,0.8953511300153344,7.29411001697059,0.8197614123129138,5,0.9461091936126523,3,0.902648702616637,5,0.9907873535968027,6,19
Reweigh_3,0.0,0.0,0.4,0.8361095197431713,0.8953511300153344,4.156713110589861,0.7410277237008777,3,0.7395689130791551,1,0.8584584312205843,6,0.9386778558190951,6,16
Reweigh_3,0.0,0.0,0.8,0.8638191389318258,0.8953511300153344,1.3857511917244048,0.6656300787324186,3,0.44311987916652185,3,0.801284055674701,5,0.8741248429668279,6,17
Reweigh_3,0.0,0.4,0.0,0.8243922475760164,0.8953511300153344,5.32844032730535,0.8000991992673888,5,0.8268576816868165,3,0.8833836360069575,5,0.9569566885055277,6,19
Reweigh_3,0.0,0.4,0.4,0.8558148584523256,0.8953511300153344,2.186179239674424,0.701911864450035,3,0.5283717070805505,3,0.8277682804020198,6,0.8958748725622693,6,18
Reweigh_3,0.0,0.4,0.8,0.862813874806784,0.8953511300153344,1.486277604228592,0.5918348776180922,4,0.15182609077815026,2,0.7429512208289789,4,0.80164198090181,6,16
Reweigh_3,0.0,0.8,0.0,0.8417843978684076,0.8953511300153344,3.589225298066223,0.7606100849973237,3,0.601139557633137,1,0.8601576314984629,6,0.9169885275686065,6,16
Reweigh_3,0.0,0.8,0.4,0.8630246559942927,0.8953511300153344,1.4651994854777195,0.634183159145152,4,0.17390973125573728,2,0.743212721372175,4,0.8152881645543073,6,16
Reweigh_3,0.0,0.8,0.8,0.8200523169716688,0.8953511300153344,5.762433387740106,0.5969675401723378,2,0.09291386930068604,1,0.7544455184082526,3,0.7673207180231386,4,10
Reweigh_3,0.0,1.0,0.0,0.8499616270145818,0.8953511300153344,2.7715023834488095,0.7178056010676099,3,0.4510941371756766,3,0.8340094965057382,6,0.8833424983736091,6,18
Reweigh_3,0.0,1.0,0.4,0.8615005458692292,0.8953511300153344,1.6176104979840678,0.6472103655347017,4,0.13247597702338515,2,0.7757125353273938,4,0.7996286224945748,5,15
Reweigh_3,0.0,1.0,0.8,0.8124912174505204,0.8953511300153344,6.5185433398549435,0.5848827855194775,2,0.08678132303859633,1,0.7360601194856538,3,0.7547677408771487,3,9
Reweigh_3,0.4,0.0,0.0,0.8042221093251759,0.8953511300153344,7.345454152389397,0.8809026816544977,5,0.9645986523153429,3,0.9350090484420592,5,0.9980112342453596,6,19
Reweigh_3,0.4,0.0,0.4,0.8358933339098289,0.8953511300153344,4.178331693924098,0.7968980823230744,4,0.7297136623437608,1,0.8854468269767628,5,0.9484305278388467,6,16
Reweigh_3,0.4,0.0,0.8,0.8619545361192481,0.8953511300153344,1.5722114729821768,0.7465332327365972,3,0.43425411981266804,3,0.8190223080619429,6,0.8867059266304175,6,18
Reweigh_3,0.4,0.4,0.0,0.8230735139926281,0.8953511300153344,5.460313685644181,0.854789633396211,5,0.8159964412180893,3,0.9222358820335638,5,0.9691843967481281,6,19
Reweigh_3,0.4,0.4,0.4,0.8542150832855923,0.8953511300153344,2.3461567563477614,0.7903901444379036,4,0.5151081772614606,3,0.8621614120560805,6,0.9087166103481278,6,19
Reweigh_3,0.4,0.4,0.8,0.8522153643271756,0.8953511300153344,2.5461286521894277,0.7004175926744357,3,0.10890497886118312,1,0.7482694424638958,4,0.7847433123237885,4,12
Reweigh_3,0.4,0.8,0.0,0.8392225957433009,0.8953511300153344,3.8454055105768936,0.8607161341574237,5,0.579946336232218,3,0.9093428780953624,6,0.9331990063133514,6,20
Reweigh_3,0.4,0.8,0.4,0.8618842757234119,0.8953511300153344,1.579237512565801,0.743355126463656,3,0.17739490724263202,2,0.7948858745188392,5,0.8279518067287568,6,16
Reweigh_3,0.4,0.8,0.8,0.8157394095964892,0.8953511300153344,6.193724125258071,0.6241957439932726,1,0.08824133477302304,1,0.7524579964571304,3,0.7704924197008258,4,9
Reweigh_3,0.4,1.0,0.0,0.8425410482851059,0.8953511300153344,3.5135602563963975,0.851376208556749,5,0.41031270896831834,1,0.8923999245152607,6,0.9093461813480762,6,18
Reweigh_3,0.4,1.0,0.4,0.8590468366607936,0.8953511300153344,1.862981418827625,0.779439815565375,4,0.12273845954291916,2,0.7838443091968355,5,0.8005478373685827,6,17
Reweigh_3,0.4,1.0,0.8,0.8133667700755569,0.8953511300153344,6.430988077351296,0.6118447995873043,1,0.08757770768806417,1,0.75960561089549,3,0.7631870569644646,4,9
Reweigh_3,0.8,0.0,0.0,0.8025142412417714,0.8953511300153344,7.5162409607298475,0.9544766623670499,3,0.9862330977854763,3,0.9755284533115751,4,0.9880756942164209,5,15
Reweigh_3,0.8,0.0,0.4,0.8342719401597614,0.8953511300153344,4.340471068930851,0.8858861549570765,5,0.7120335309933266,1,0.9186940023953338,5,0.9580590072060328,6,17
Reweigh_3,0.8,0.0,0.8,0.8525342384313556,0.8953511300153344,2.514241241771431,0.8256602479316705,3,0.38692701206387764,1,0.8279120300926741,6,0.8893450444757014,6,16
Reweigh_3,0.8,0.4,0.0,0.820382000367516,0.8953511300153344,5.729465048155391,0.9594796232345835,3,0.7879475168141761,2,0.9728410735636281,5,0.985404705851191,6,16
Reweigh_3,0.8,0.4,0.4,0.8468377417227849,0.8953511300153344,3.0838909126284952,0.877305840286106,3,0.46075392677084054,1,0.9055615266023652,6,0.9198884991976239,6,16
Reweigh_3,0.8,0.4,0.8,0.8355041994098127,0.8953511300153344,4.217245143925719,0.6827625681404805,1,0.16231504918495232,2,0.7476180682423205,3,0.8047834407161792,5,11
Reweigh_3,0.8,0.8,0.0,0.8324181466388507,0.8953511300153344,4.525850421021915,0.8913001753223211,3,0.5409133523182025,3,0.9602028472855098,5,0.9459482494569453,6,17
Reweigh_3,0.8,0.8,0.4,0.8588414601191184,0.8953511300153344,1.8835190729951434,0.7597548763062012,1,0.2568540240244247,1,0.8361851682882696,6,0.8627747371606517,6,14
Reweigh_3,0.8,0.8,0.8,0.8146800990131117,0.8953511300153344,6.299655183595821,0.6134489416785212,1,0.08928843878815962,1,0.7643356079431369,3,0.7804159447267153,4,9
Reweigh_3,0.8,1.0,0.0,0.8372931371807205,0.8953511300153344,4.038351366834936,0.8434542898568171,3,0.4409667560387936,1,0.9377803616785351,6,0.9264955670291741,6,16
Reweigh_3,0.8,1.0,0.4,0.8552635845773027,0.8953511300153344,2.24130662717672,0.7498925867545757,1,0.11877899413954725,2,0.7812249045616295,4,0.7955936175291832,5,12
Reweigh_3,0.8,1.0,0.8,0.8140693740339195,0.8953511300153344,6.360727681515033,0.6063296613918355,1,0.0887859684500682,1,0.7707792449874751,3,0.7745673938740507,4,9
Reweigh_3,1.0,0.0,0.0,0.8012009123042168,0.8953511300153344,7.647573854485312,0.9992464454583847,3,0.9981264801100507,3,0.9995211097976157,4,0.9801582244093069,5,15
Reweigh_3,1.0,0.0,0.4,0.832439765222185,0.8953511300153344,4.523688562688488,0.9232218696171659,4,0.6931120733643996,1,0.9373141655162662,5,0.9624860733708186,6,16
