Hospital,N,Accuracy,Selection_Rate,DI_RACE,DI_SEX
815300,162,0.9691358024691358,0.012345679012345678,,0.723404255319149
820800,723,0.8796680497925311,0.3941908713692946,0.3907766990291262,0.6852666784016899
822800,111,0.8288288288288288,0.05405405405405406,0.0,0.7343750000000001
823000,387,0.8552971576227391,0.5555555555555556,0.713035113035113,0.7326923076923076
829000,573,0.9179755671902269,0.17975567190226877,0.7247663551401868,0.9668466223698782
829900,695,0.8676258992805755,0.437410071942446,0.8087710351861296,0.7318675303348234
831900,184,0.8586956521739131,0.02717391304347826,0.0,0.2976190476190476
832900,221,0.8371040723981901,0.3665158371040724,0.35294117647058826,0.7247916666666666
833000,147,0.8027210884353742,0.5510204081632653,0.8888888888888888,0.7727272727272727
835700,233,0.8369098712446352,0.2875536480686695,0.0,0.41681703356189104
838600,305,0.9081967213114754,0.4360655737704918,0.7081422018348624,0.7191238564391274
999999,249,0.9317269076305221,0.8273092369477911,0.3333333333333333,0.9007633587786259
