N,Rep,DI_RACE,SPD_RACE,EOPP_RACE,EOD_RACE,TI_RACE,PP_RACE,CAL_RACE,DI_SEX,SPD_SEX,EOPP_SEX,EOD_SEX,TI_SEX,PP_SEX,CAL_SEX,DI_ETHNICITY,SPD_ETHNICITY,EOPP_ETHNICITY,EOD_ETHNICITY,TI_ETHNICITY,PP_ETHNICITY,CAL_ETHNICITY,DI_AGE_GROUP,SPD_AGE_GROUP,EOPP_AGE_GROUP,EOD_AGE_GROUP,TI_AGE_GROUP,PP_AGE_GROUP,CAL_AGE_GROUP
1000,0,0.641025641025641,0.1866666666666667,0.16666666666666663,0.1694915254237288,0.04800350543099603,0.15714285714285714,0.6021999932108493,0.7128066940859453,0.1495965131084352,0.06519640114110159,0.06519640114110159,0.013500192669582717,0.03590527119938891,0.16866899466188157,0.7822342927168549,0.09849154395793702,0.0010271903323263443,0.03934624697336561,0.005318285317932561,0.005991387380640312,0.26213509356859105,0.26037075447238783,0.477527619685303,0.2658730158730159,0.2658730158730159,0.03395208485508484,0.17948717948717952,0.6177233258380467
1000,1,0.5333333333333333,0.35,0.16666666666666663,0.21428571428571427,0.012087067356625986,0.375,0.5868221784288914,0.7060966257668713,0.16215358578379518,0.06749671019333936,0.07285475260935384,0.0006418913477943752,0.008161089238845176,0.22313927354243018,0.9619443556124081,0.017165524702488277,0.0095643939393939,0.014468966616205878,0.008255101017257765,0.011743317610062864,0.23690241035860454,0.28964108745145306,0.4410285191652116,0.2109158186864014,0.2109158186864014,0.022823443827159277,0.08443492831874877,0.7769192108958455
1000,2,0.0,0.47692307692307695,0.25526315789473686,0.25526315789473686,0.01619565549632606,0.13970588235294112,0.5027958398346517,0.8043702747556702,0.09187031296004439,0.0159567650702781,0.05033333333333333,0.0028892941593880103,0.019111545032950872,0.1691007634629752,0.7619080707361985,0.10455199629778422,0.0199184624344787,0.07937522835221045,0.016650666701977825,0.07352024922118383,0.29971122730278954,0.26464117338920906,0.43492719198595475,0.28260869565217384,0.28260869565217384,0.0494495799558009,0.19444444444444442,0.8303361538019819
1000,3,0.4678362573099415,0.25277777777777777,0.25,0.25,0.01816784585415899,0.24242424242424243,0.510335758102648,0.7444985749320607,0.13417393271724187,0.049750957854406086,0.049750957854406086,0.0091267591423351,0.07296346528778508,0.27560200263390033,0.7793310551931242,0.10349684312773189,0.023990710085487033,0.06011976427349344,0.006523147025138697,0.04507337526205457,0.32790806119449256,0.2301097046413502,0.47998148089691384,0.2509259259259259,0.2509259259259259,0.022486430628789737,0.15076424270495603,0.45077502059426033
1000,4,0.0,0.5,0.07070707070707061,0.18181818181818182,0.01959590174651324,0.11525423728813555,0.8622354360593288,0.8166597205863699,0.08761842082474586,0.04687642498860012,0.04687642498860012,0.0068996197917238,0.002321424426027785,0.25313637608437983,0.830536912751678,0.07531692766592091,0.06129216695254436,0.06129216695254436,0.007764389786183434,0.07768065268065272,0.2350632789962676,0.30808823529411766,0.4210918854415274,0.20298672566371678,0.20298672566371678,0.03692262486238388,0.09187675070028012,0.5221679297266423
1000,5,0.0,0.5,0.08708708708708712,0.14285714285714285,0.07051025636323921,0.07592752372735123,0.818517690999128,0.7357185097575399,0.13319226298691622,0.11018317820561851,0.11018317820561851,0.011836039357461206,0.015014809751651814,0.19022303872262258,0.9311475409836066,0.029577464788732355,0.018207941483803447,0.018207941483803447,0.003330479146566284,0.009242509892594786,0.16248351624474322,0.35277028429134677,0.38348360655737707,0.17725347852389595,0.17725347852389595,0.008862396940548765,0.196078431372549,0.5905158899807261
1000,6,0.0,0.5333333333333333,0.2432432432432432,0.2432432432432432,0.025492836045274136,0.15322580645161288,0.34729517424360945,0.7839506172839507,0.10802469135802467,0.0681960375391032,0.0681960375391032,0.008641825961606613,0.0012079455977093145,0.10259516472622043,0.712068591274148,0.13428899721095977,0.10994983277591974,0.10994983277591974,0.006417184540832219,0.004575163398692794,0.14690041693159828,0.2697047198325971,0.4247464503042596,0.3914053426248547,0.3914053426248547,0.03164245144561674,0.23363095238095233,0.6883485638685414
1000,7,0.7360959651035985,0.15052304212609563,0.2666666666666667,0.2666666666666667,0.034322423231403644,0.13090909090909086,0.6124696061101749,0.6632029155748321,0.18836331783572535,0.08657164291072772,0.08657164291072772,0.0016684757828540411,0.0037353580056437297,0.15747227057292706,0.8124937531234382,0.087536745835472,0.009116854288885312,0.045431514946799534,0.007578956869567097,0.020729029424681578,0.32515185219619397,0.27019540692989524,0.45633758463234136,0.2159420289855073,0.2159420289855073,0.03520882091572691,0.016891891891891886,0.7321665220104505
1000,8,0.0,0.5153846153846153,0.8837209302325582,0.8837209302325582,0.020683000684629783,0.15506329113924056,0.33691490275927605,0.8005784865540964,0.10773941505648821,0.04357443043574427,0.06900120752113162,0.006001821380015253,0.024978311162521694,0.18384055500115526,0.7063551197607764,0.15102881289247927,0.030678559212776624,0.08737603859555079,0.013593760105404327,0.04014329076540246,0.1586228244997806,0.3172161172161172,0.45098427361706805,0.23318450237649435,0.23318450237649435,0.008947983724707065,0.07213438735177857,0.6270758014383696
1000,9,0.0,0.5263157894736842,0.1694915254237288,0.1694915254237288,0.06398801944636374,0.14035087719298245,0.4336747912683203,0.8017174082747853,0.09609079445145019,0.013874788494077861,0.03042991177706203,0.010898763848732049,0.011251758087201025,0.19524306303677208,0.7104251754683718,0.13386380777388024,0.039436201780415514,0.07715717866093806,0.01234759353664347,0.06314806788250582,0.24663796787974235,0.22304832713754646,0.48379629629629634,0.249441170493802,0.249441170493802,0.0058289281691489975,0.08333333333333326,0.8119801488437685
