Model,K,DI_RACE,V_DI_RACE,SPD_RACE,V_SPD_RACE,EOPP_RACE,V_EOPP_RACE,EOD_RACE,V_EOD_RACE,TI_RACE,V_TI_RACE,PP_RACE,V_PP_RACE,CAL_RACE,V_CAL_RACE,DI_SEX,V_DI_SEX,SPD_SEX,V_SPD_SEX,EOPP_SEX,V_EOPP_SEX,EOD_SEX,V_EOD_SEX,TI_SEX,V_TI_SEX,PP_SEX,V_PP_SEX,CAL_SEX,V_CAL_SEX,DI_ETHNICITY,V_DI_ETHNICITY,SPD_ETHNICITY,V_SPD_ETHNICITY,EOPP_ETHNICITY,V_EOPP_ETHNICITY,EOD_ETHNICITY,V_EOD_ETHNICITY,TI_ETHNICITY,V_TI_ETHNICITY,PP_ETHNICITY,V_PP_ETHNICITY,CAL_ETHNICITY,V_CAL_ETHNICITY,DI_AGE_GROUP,V_DI_AGE_GROUP,SPD_AGE_GROUP,V_SPD_AGE_GROUP,EOPP_AGE_GROUP,V_EOPP_AGE_GROUP,EOD_AGE_GROUP,V_EOD_AGE_GROUP,TI_AGE_GROUP,V_TI_AGE_GROUP,PP_AGE_GROUP,V_PP_AGE_GROUP,CAL_AGE_GROUP,V_CAL_AGE_GROUP
Logistic Regression,1,0.7167414329058318,0,0.14023342287507312,0,0.10208316269418738,0,0.10208316269418738,0,0.006597349370333808,1,0.03942527253171568,1,0.2856126616036866,0,0.693244351463645,0,0.1680768152451494,0,0.08134151097569109,1,0.1275602286002968,0,0.009216688985399166,1,0.024848538724850044,1,0.09574752698700131,0,0.7677272015909264,0,0.10948201647670386,0,0.061105666590001495,1,0.07195784257004,1,0.0004122624719321011,1,0.01617444859176842,1,0.07168466375328003,0,0.4651203587867441,0,0.3406616035067898,0,0.17350230131726951,0,0.2104714278585635,0,0.009263641258884223,1,0.043768274890438996,1,0.06901987326238862,0
Logistic Regression,2,0.5599745672540419,0,0.21904915703119954,0,0.20218064342441788,0,0.20218064342441788,0,0.010937710311061957,1,0.0530512498254434,1,0.21040950721811968,0,0.6889086694858158,0,0.16873832086029283,0,0.08093128268214667,1,0.13036157070710191,0,0.007356724768381229,1,0.03084453562621725,1,0.08834127174673811,0,0.7504081685921323,0,0.11678132863157836,0,0.07043429421497638,1,0.07384515099975561,1,0.0011478967680619012,1,0.015342546160974191,1,0.08314797982741806,0,0.4659366823730785,0,0.3354343010812355,0,0.1756119207772796,0,0.19622159164956324,0,0.009967039178810866,1,0.05380249893665401,1,0.08456549929506108,0
Logistic Regression,3,0.594367168671414,0,0.2009116234351095,0,0.1488391376451078,0,0.1488391376451078,0,0.006152093636700662,1,0.1078883517623308,0,0.2798308655548467,0,0.6706992163294687,0,0.18247723755035167,0,0.09145992844758644,1,0.13741652557407605,0,0.009065245850811768,1,0.024008028157102013,1,0.093093640484465,0,0.772750457213875,0,0.10634427848162797,0,0.05943135281233758,1,0.07157874745392946,1,0.0005701571218558188,1,0.017734557237294113,1,0.08531131812307388,0,0.4633978516464446,0,0.33973283299178464,0,0.18075335615690213,0,0.20214143428365944,0,0.011989998389342102,1,0.05666301338517088,1,0.07228832139357921,0
Logistic Regression,4,0.6613716235784004,0,0.16836339579320136,0,0.10810231931950309,0,0.10810231931950309,0,0.002816050759088709,1,0.0863097009152256,1,0.2170591382128152,0,0.6776405902725002,0,0.1774924783735919,0,0.08709127654479865,1,0.13685567609254878,0,0.009392016156179572,1,0.032494401766551495,1,0.0961101297407207,0,0.777415701584676,0,0.1039044002547393,0,0.0642464613119822,1,0.0642464613119822,1,0.0005195004394400182,1,0.010848419390744546,1,0.08008138089061226,0,0.4590478398698337,0,0.3436771687383794,0,0.18496263939603164,0,0.1942344769911939,0,0.012453503282559827,1,0.06303358721538532,1,0.0831497660120829,0
Logistic Regression,5,0.5174364473271262,0,0.24162934443833323,0,0.1792957571233047,0,0.1792957571233047,0,0.0049770064463756924,1,0.19408273272363885,0,0.2896143343736237,0,0.6771714259242477,0,0.17925593884066937,0,0.09424166282269264,1,0.13327175630691804,0,0.009836283908938703,1,0.02379570195048153,1,0.09456660264562,0,0.7529440126565491,0,0.11700369233937774,0,0.06394975817364956,1,0.07440330838305656,1,0.000236046860250666,1,0.012453368122100517,1,0.07369430613796624,0,0.4621054803884897,0,0.3422597919530561,0,0.17802644345104013,0,0.20555321222490822,0,0.011755482147202748,1,0.05260797932595018,1,0.07915898067519167,0
Logistic Regression,6,0.5662367161515373,0,0.2188702415063447,0,0.19501579501579502,0,0.19501579501579502,0,0.024971725074616036,1,0.043219668236972875,1,0.2996830752512555,0,0.6806235731051876,0,0.1759452021504278,0,0.08695434386749423,1,0.13527267799276277,0,0.009682064567834103,1,0.028918127264851656,1,0.09346189323752652,0,0.7544546090935453,0,0.11572277785884466,0,0.07148139868491465,1,0.07361093657481244,1,0.0006541985005312639,1,0.014672100267504984,1,0.07860815934549473,0,0.4671411020747797,0,0.33742492891785325,0,0.1771742779290051,0,0.20367949684738607,0,0.010575307846718368,1,0.048497470015612665,1,0.08119126044183134,0
Logistic Regression,7,0.6028356471426337,0,0.19666475233000585,0,0.11677813017098726,0,0.11677813017098726,0,0.007593908509039446,1,0.11577415599534346,0,0.21545913348383758,0,0.6847723513189354,0,0.17288290776945642,0,0.08991824546226157,1,0.12666502066760268,0,0.011247401250984945,1,0.020709695243451454,1,0.09053836913533186,0,0.7681325911447708,0,0.10856542734736618,0,0.06371513891156722,1,0.07188085311817494,1,0.0021637431027796555,1,0.017970997480597717,1,0.07965569719940452,0,0.4672772369590746,0,0.33604516592801653,0,0.17795975449851442,0,0.19600461060306856,0,0.012227662689199184,1,0.058155583647311326,1,0.07762100597037763,0
Logistic Regression,8,0.48503518918336597,0,0.25855018601132596,0,0.2555374275124581,0,0.2555374275124581,0,0.019876361422898836,1,0.11416399522473442,0,0.2470039001170058,0,0.6847767237488316,0,0.17348502235320873,0,0.08229080839694825,1,0.12880354115964507,0,0.008636930590954453,1,0.0202800950522678,1,0.09028745800662738,0,0.7556612298189759,0,0.11536939101471938,0,0.08011881151989242,1,0.08011881151989242,1,0.0013920820039321352,1,0.008926478018866701,1,0.08748937623499253,0,0.46491709096304645,0,0.3400062456443864,0,0.1786406657778774,0,0.20022629504003747,0,0.01160964757977262,1,0.05761377579002713,1,0.07647011208403443,0
Logistic Regression,9,0.5778160405877868,0,0.21115248184990315,0,0.11934303951803771,0,0.11934303951803771,0,0.009646851807912207,1,0.050588984399872694,1,0.24706331925353775,0,0.6955643922723762,0,0.16546719723279268,0,0.07957128768433275,1,0.1280851660006096,0,0.009937998592907046,1,0.02903483745068114,1,0.08517345700114537,0,0.7692872282519356,0,0.10796486175623299,0,0.06990300755866885,1,0.06990300755866885,1,0.001253668452400325,1,0.010680303477392683,1,0.06976606442486274,0,0.46070660595070473,0,0.34140186332127775,0,0.17684352074796883,0,0.20345389363939245,0,0.010877838668646,1,0.05314580560913651,1,0.07651196857375081,0
Logistic Regression,10,0.5228276451634115,0,0.23844693833021818,0,0.17311245119910768,0,0.17311245119910768,0,0.004064526138612662,1,0.14685627988925243,0,0.265778541912692,0,0.6838380388585306,0,0.17371758043574037,0,0.08421358608871854,1,0.13415739787167077,0,0.009680871911597208,1,0.028983565038708137,1,0.1028211828281766,0,0.7670130386356244,0,0.10935156485704695,0,0.056222458507675266,1,0.07460034210352391,1,0.0005934849236104434,1,0.020051549734459773,1,0.08020931042926002,0,0.4645353792418151,0,0.3398703180649462,0,0.174190778309252,0,0.20316795602618468,0,0.01133714712738089,1,0.055075194634815916,1,0.08781026506507034,0
