dataset,n_records,n_features,binary_task_positive_rate,ensemble_K,ensemble_test_accuracy,real_eDFR,flip_hazard_final_survival
"Texas-100 (Shokri et al.), real",67330,6169,0.775820585177484,11,0.8164356435643564,0.02332133213321332,0.24396858084393405
