Model,Attribute,Metric,Mean,Std,Threshold,Margin,Margin_sigma,VFR,Pct_Fair,Verdict
XGBoost,RACE,CAL,0.582417,0.141652,0.05,0.5324,3.8,0.0,0.0,UNFAIR
XGBoost,SEX,DI,0.750887,0.074643,0.8,0.0491,0.7,0.2333,23.3,UNFAIR
XGBoost,SEX,SPD,0.135203,0.045158,0.1,0.0352,0.8,0.2,20.0,UNFAIR
XGBoost,SEX,EOPP,0.038081,0.026565,0.1,0.0619,2.3,0.0,100.0,FAIR
XGBoost,SEX,EOD,0.069434,0.026882,0.1,0.0306,1.1,0.1667,83.3,FAIR
XGBoost,SEX,TI,0.010586,0.006706,0.1,0.0894,13.3,0.0,100.0,FAIR
XGBoost,SEX,PP,0.033566,0.02356,0.1,0.0664,2.8,0.0,100.0,FAIR
XGBoost,SEX,CAL,0.287308,0.071747,0.05,0.2373,3.3,0.0,0.0,UNFAIR
XGBoost,ETHNICITY,DI,0.820522,0.09146,0.8,0.0205,0.2,0.4,60.0,FAIR
XGBoost,ETHNICITY,SPD,0.085628,0.044306,0.1,0.0144,0.3,0.3667,63.3,FAIR
XGBoost,ETHNICITY,EOPP,0.065304,0.049592,0.1,0.0347,0.7,0.2,80.0,FAIR
XGBoost,ETHNICITY,EOD,0.077687,0.042726,0.1,0.0223,0.5,0.2333,76.7,FAIR
XGBoost,ETHNICITY,TI,0.010791,0.007906,0.1,0.0892,11.3,0.0,100.0,FAIR
XGBoost,ETHNICITY,PP,0.053359,0.042611,0.1,0.0466,1.1,0.1,90.0,FAIR
XGBoost,ETHNICITY,CAL,0.40205,0.132922,0.05,0.352,2.6,0.0,0.0,UNFAIR
XGBoost,AGE_GROUP,DI,0.503992,0.041996,0.8,0.296,7.0,0.0,0.0,UNFAIR
XGBoost,AGE_GROUP,SPD,0.310829,0.033564,0.1,0.2108,6.3,0.0,0.0,UNFAIR
XGBoost,AGE_GROUP,EOPP,0.113308,0.040955,0.1,0.0133,0.3,0.4667,46.7,UNFAIR
XGBoost,AGE_GROUP,EOD,0.139766,0.03542,0.1,0.0398,1.1,0.2,20.0,UNFAIR
XGBoost,AGE_GROUP,TI,0.007993,0.00675,0.1,0.092,13.6,0.0,100.0,FAIR
XGBoost,AGE_GROUP,PP,0.054013,0.042368,0.1,0.046,1.1,0.1667,83.3,FAIR
XGBoost,AGE_GROUP,CAL,0.287072,0.073738,0.05,0.2371,3.2,0.0,0.0,UNFAIR
LightGBM,RACE,DI,0.294659,0.304943,0.8,0.5053,1.7,0.0,0.0,UNFAIR
LightGBM,RACE,SPD,0.420974,0.205803,0.1,0.321,1.6,0.0,0.0,UNFAIR
LightGBM,RACE,EOPP,0.274161,0.180693,0.1,0.1742,1.0,0.0,0.0,UNFAIR
LightGBM,RACE,EOD,0.369122,0.240514,0.1,0.2691,1.1,0.0,0.0,UNFAIR
LightGBM,RACE,TI,0.027841,0.020646,0.1,0.0722,3.5,0.0333,96.7,FAIR
LightGBM,RACE,PP,0.375473,0.304685,0.1,0.2755,0.9,0.0333,3.3,UNFAIR
LightGBM,RACE,CAL,0.576826,0.132201,0.05,0.5268,4.0,0.0,0.0,UNFAIR
LightGBM,SEX,DI,0.748675,0.074079,0.8,0.0513,0.7,0.1667,16.7,UNFAIR
LightGBM,SEX,SPD,0.136021,0.044584,0.1,0.036,0.8,0.1667,16.7,UNFAIR
LightGBM,SEX,EOPP,0.043673,0.030075,0.1,0.0563,1.9,0.0667,93.3,FAIR
LightGBM,SEX,EOD,0.075547,0.02962,0.1,0.0245,0.8,0.2667,73.3,FAIR
LightGBM,SEX,TI,0.010978,0.007644,0.1,0.089,11.6,0.0,100.0,FAIR
LightGBM,SEX,PP,0.040981,0.025301,0.1,0.059,2.3,0.0,100.0,FAIR
LightGBM,SEX,CAL,0.298455,0.060825,0.05,0.2485,4.1,0.0,0.0,UNFAIR
LightGBM,ETHNICITY,DI,0.818258,0.091309,0.8,0.0183,0.2,0.3667,63.3,FAIR
LightGBM,ETHNICITY,SPD,0.086386,0.044607,0.1,0.0136,0.3,0.3333,66.7,FAIR
LightGBM,ETHNICITY,EOPP,0.069492,0.057805,0.1,0.0305,0.5,0.2667,73.3,FAIR
LightGBM,ETHNICITY,EOD,0.081191,0.049794,0.1,0.0188,0.4,0.3,70.0,FAIR
LightGBM,ETHNICITY,TI,0.010736,0.007508,0.1,0.0893,11.9,0.0,100.0,FAIR
LightGBM,ETHNICITY,PP,0.053783,0.04837,0.1,0.0462,1.0,0.1667,83.3,FAIR
LightGBM,ETHNICITY,CAL,0.399292,0.146171,0.05,0.3493,2.4,0.0,0.0,UNFAIR
LightGBM,AGE_GROUP,DI,0.509985,0.03739,0.8,0.29,7.8,0.0,0.0,UNFAIR
LightGBM,AGE_GROUP,SPD,0.303964,0.028635,0.1,0.204,7.1,0.0,0.0,UNFAIR
LightGBM,AGE_GROUP,EOPP,0.104744,0.041265,0.1,0.0047,0.1,0.4667,46.7,UNFAIR
LightGBM,AGE_GROUP,EOD,0.129727,0.036999,0.1,0.0297,0.8,0.3,30.0,UNFAIR
LightGBM,AGE_GROUP,TI,0.008375,0.005911,0.1,0.0916,15.5,0.0,100.0,FAIR
LightGBM,AGE_GROUP,PP,0.055783,0.038652,0.1,0.0442,1.1,0.1667,83.3,FAIR
LightGBM,AGE_GROUP,CAL,0.293,0.092839,0.05,0.243,2.6,0.0,0.0,UNFAIR
AdaBoost,RACE,DI,0.284045,0.284532,0.8,0.516,1.8,0.0333,3.3,UNFAIR
AdaBoost,RACE,SPD,0.411439,0.181678,0.1,0.3114,1.7,0.0333,3.3,UNFAIR
AdaBoost,RACE,EOPP,0.305535,0.142044,0.1,0.2055,1.4,0.0333,3.3,UNFAIR
AdaBoost,RACE,EOD,0.380806,0.207481,0.1,0.2808,1.4,0.0,0.0,UNFAIR
AdaBoost,RACE,TI,0.012061,0.005879,0.1,0.0879,15.0,0.0,100.0,FAIR
AdaBoost,RACE,PP,0.408226,0.300789,0.1,0.3082,1.0,0.0333,3.3,UNFAIR
AdaBoost,RACE,CAL,0.364165,0.098312,0.05,0.3142,3.2,0.0,0.0,UNFAIR
AdaBoost,SEX,DI,0.706923,0.075509,0.8,0.0931,1.2,0.1,10.0,UNFAIR
AdaBoost,SEX,SPD,0.15981,0.047287,0.1,0.0598,1.3,0.1333,13.3,UNFAIR
AdaBoost,SEX,EOPP,0.08841,0.053206,0.1,0.0116,0.2,0.3667,63.3,FAIR
AdaBoost,SEX,EOD,0.107976,0.042316,0.1,0.008,0.2,0.4333,43.3,UNFAIR
AdaBoost,SEX,TI,0.004637,0.003144,0.1,0.0954,30.3,0.0,100.0,FAIR
AdaBoost,SEX,PP,0.033551,0.023967,0.1,0.0664,2.8,0.0,100.0,FAIR
AdaBoost,SEX,CAL,0.251023,0.029543,0.05,0.201,6.8,0.0,0.0,UNFAIR
AdaBoost,ETHNICITY,DI,0.770986,0.116338,0.8,0.029,0.2,0.4,40.0,UNFAIR
AdaBoost,ETHNICITY,SPD,0.107799,0.055354,0.1,0.0078,0.1,0.4,40.0,UNFAIR
AdaBoost,ETHNICITY,EOPP,0.09148,0.072239,0.1,0.0085,0.1,0.3,70.0,FAIR
AdaBoost,ETHNICITY,EOD,0.097679,0.06833,0.1,0.0023,0.0,0.3,70.0,FAIR
AdaBoost,ETHNICITY,TI,0.004413,0.004905,0.1,0.0956,19.5,0.0,100.0,FAIR
AdaBoost,ETHNICITY,PP,0.038893,0.036859,0.1,0.0611,1.7,0.0667,93.3,FAIR
AdaBoost,ETHNICITY,CAL,0.260844,0.034082,0.05,0.2108,6.2,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,DI,0.458968,0.041609,0.8,0.341,8.2,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,SPD,0.341273,0.035864,0.1,0.2413,6.7,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,EOPP,0.185412,0.052586,0.1,0.0854,1.6,0.0333,3.3,UNFAIR
AdaBoost,AGE_GROUP,EOD,0.207446,0.042099,0.1,0.1074,2.6,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,TI,0.004531,0.003915,0.1,0.0955,24.4,0.0,100.0,FAIR
AdaBoost,AGE_GROUP,PP,0.058879,0.041158,0.1,0.0411,1.0,0.2333,76.7,FAIR
AdaBoost,AGE_GROUP,CAL,0.254813,0.028323,0.05,0.2048,7.2,0.0,0.0,UNFAIR
GradientBoosting,RACE,DI,0.278457,0.286023,0.8,0.5215,1.8,0.0,0.0,UNFAIR
GradientBoosting,RACE,SPD,0.433497,0.194153,0.1,0.3335,1.7,0.0,0.0,UNFAIR
GradientBoosting,RACE,EOPP,0.268986,0.140658,0.1,0.169,1.2,0.0,0.0,UNFAIR
GradientBoosting,RACE,EOD,0.3826,0.229347,0.1,0.2826,1.2,0.0,0.0,UNFAIR
GradientBoosting,RACE,TI,0.027201,0.018989,0.1,0.0728,3.8,0.0,100.0,FAIR
GradientBoosting,RACE,PP,0.391756,0.295079,0.1,0.2918,1.0,0.0,0.0,UNFAIR
GradientBoosting,RACE,CAL,0.545944,0.124897,0.05,0.4959,4.0,0.0,0.0,UNFAIR
GradientBoosting,SEX,DI,0.743565,0.081291,0.8,0.0564,0.7,0.2,20.0,UNFAIR
GradientBoosting,SEX,SPD,0.138504,0.049333,0.1,0.0385,0.8,0.2,20.0,UNFAIR
GradientBoosting,SEX,EOPP,0.045592,0.034737,0.1,0.0544,1.6,0.1,90.0,FAIR
GradientBoosting,SEX,EOD,0.078243,0.036239,0.1,0.0218,0.6,0.3333,66.7,FAIR
GradientBoosting,SEX,TI,0.00874,0.005612,0.1,0.0913,16.3,0.0,100.0,FAIR
GradientBoosting,SEX,PP,0.042485,0.025835,0.1,0.0575,2.2,0.0,100.0,FAIR
GradientBoosting,SEX,CAL,0.264905,0.076705,0.05,0.2149,2.8,0.0,0.0,UNFAIR
