Subset,N,DI_RACE,Fair_DI_RACE,SPD_RACE,Fair_SPD_RACE,EOPP_RACE,Fair_EOPP_RACE,EOD_RACE,Fair_EOD_RACE,TI_RACE,Fair_TI_RACE,PP_RACE,Fair_PP_RACE,CAL_RACE,Fair_CAL_RACE,DI_SEX,Fair_DI_SEX,SPD_SEX,Fair_SPD_SEX,EOPP_SEX,Fair_EOPP_SEX,EOD_SEX,Fair_EOD_SEX,TI_SEX,Fair_TI_SEX,PP_SEX,Fair_PP_SEX,CAL_SEX,Fair_CAL_SEX,DI_ETHNICITY,Fair_DI_ETHNICITY,SPD_ETHNICITY,Fair_SPD_ETHNICITY,EOPP_ETHNICITY,Fair_EOPP_ETHNICITY,EOD_ETHNICITY,Fair_EOD_ETHNICITY,TI_ETHNICITY,Fair_TI_ETHNICITY,PP_ETHNICITY,Fair_PP_ETHNICITY,CAL_ETHNICITY,Fair_CAL_ETHNICITY,DI_AGE_GROUP,Fair_DI_AGE_GROUP,SPD_AGE_GROUP,Fair_SPD_AGE_GROUP,EOPP_AGE_GROUP,Fair_EOPP_AGE_GROUP,EOD_AGE_GROUP,Fair_EOD_AGE_GROUP,TI_AGE_GROUP,Fair_TI_AGE_GROUP,PP_AGE_GROUP,Fair_PP_AGE_GROUP,CAL_AGE_GROUP,Fair_CAL_AGE_GROUP
21,500,0.8220255653883973,1,0.08430367955286444,1,0.22580645161290325,0,0.22580645161290325,0,0.022773125392990368,1,0.18181818181818177,0,0.6254699274339158,0,0.7414147909967846,0,0.13681757090117214,0,0.0568227940579592,1,0.0568227940579592,1,0.0036257461200797023,1,0.0052459016393442415,1,0.3671240873272631,0,0.7275039745627981,0,0.1316031941031941,0,0.006100217864923763,1,0.06219312602291326,1,0.007915486480281043,1,0.027375565610859742,1,0.45136927054890047,0,0.47315919374742904,0,0.33481471799228807,0,0.08043995731757358,1,0.15818715275610212,0,0.02126104089968825,1,0.02034883720930236,1,0.44485448743466516,0
22,500,0.0,0,0.5416666666666666,0,0.217687074829932,0,0.3333333333333333,0,0.030747822319650897,1,0.4487179487179487,0,0.5625227633455508,0,0.6819311324103656,0,0.16838940048862994,0,0.14620446156315192,0,0.14620446156315192,0,0.008279595150638551,1,0.04657191382855108,1,0.25540750970356246,0,0.6973876698014628,0,0.14065080135988345,0,0.03355932203389833,1,0.033767001774098165,1,0.009740844462538402,1,0.04294003868471952,1,0.29277506701971395,0,0.5181381850652975,0,0.2831794552222896,0,0.12140400250156347,0,0.1450859950859951,0,0.020445661530637385,1,0.020161290322580627,1,0.34227546324664754,0
23,500,0.0,0,0.5,0,0.05271216097987752,1,0.19230769230769232,0,0.011591810268081912,1,0.20408163265306123,0,0.820925726880464,0,0.672408293460925,0,0.18306595365418898,0,0.07386363636363635,1,0.10830717218063268,0,0.008673425131158534,1,0.017657045840407504,1,0.3220312457381463,0,0.7970764175583452,0,0.09435662376838849,1,0.0206378986866792,1,0.030006263166884928,1,0.01811360697011511,1,0.026028642873380248,1,0.341346925488036,0,0.540799735442445,0,0.26975441550242024,0,0.11111111111111105,0,0.11111111111111105,0,0.0017473644927363044,1,0.05950728660652327,1,0.27647599226899744,0
24,500,0.5238095238095238,0,0.30303030303030304,0,0.2571428571428571,0,0.3333333333333333,0,0.08966565171416761,1,1.0,0,0.6844869650172888,0,0.8194905869324473,1,0.08391248391248396,1,0.0649303996407723,1,0.0649303996407723,1,0.009484160465885273,1,0.01782945736434116,1,0.3952319645977092,0,0.7430805975741113,0,0.11349014253501316,0,0.13601368691189053,0,0.13601368691189053,0,0.006525597325989452,1,0.05721215579968608,1,0.5490500797020543,0,0.3747613888458959,0,0.3911184263607171,0,0.19813475447278273,0,0.19813475447278273,0,0.002463886564188833,1,0.09044894366197187,1,0.5470928944655946,0
25,500,0.7239010989010989,0,0.14250265863169087,0,0.23655913978494625,0,0.23655913978494625,0,0.08546184012652111,1,0.4117647058823529,0,0.8682189445817309,0,0.6552988319549834,0,0.209081036355174,0,0.06467732724157627,1,0.15870165745856354,0,0.002696791113201147,1,0.06692406692406694,1,0.44894713048280155,0,0.6912919939829517,0,0.1584591626630062,0,0.13803803803803805,0,0.13803803803803805,0,0.00038491744479422774,1,0.07171455487517664,1,0.3355300158956116,0,0.5903547671840355,0,0.2538646513225695,0,0.07668928470455183,1,0.08134623245673799,1,0.000459967289718706,1,0.04632034632034632,1,0.24122294809439324,0
26,500,0.0,0,0.42042042042042044,0,0.855072463768116,0,0.855072463768116,0,0.15937300967359475,0,0.19999999999999996,0,0.7532693756797493,0,0.9325406454743995,1,0.02875316750271495,1,0.016260162601626105,1,0.016260162601626105,1,0.001691996388487646,1,0.02564102564102555,1,0.4553554755078043,0,0.7574916759156493,0,0.10593083387201035,0,0.05127527421699485,1,0.05127527421699485,1,0.007654370054175436,1,0.02683438155136275,1,0.3042466788786834,0,0.35034013605442177,0,0.42890165775047884,0,0.2107742125404768,0,0.2107742125404768,0,0.0012456743497644765,1,0.05147058823529416,1,0.289283391470605,0
27,500,0.0,0,0.5441176470588235,0,0.1496881496881497,0,0.16666666666666666,0,0.03315191234369441,1,0.918918918918919,0,0.6972826984384535,0,0.7961783439490446,0,0.10191082802547768,0,0.006782945736434121,1,0.09299503585217869,1,0.029203523600661634,1,0.06804301075268815,1,0.38060035789431557,0,0.6191534685560804,0,0.18244742213151122,0,0.2096045197740113,0,0.2096045197740113,0,0.021458320764665362,1,0.07978142076502726,1,0.36416578423569984,0,0.4414516294849388,0,0.3509463212970738,0,0.14220779220779212,0,0.14220779220779212,0,0.009607693022860068,1,0.1189770200148258,0,0.38212817656480336,0
28,500,0.0,0,0.5714285714285714,0,0.13533834586466165,0,0.13533834586466165,0,0.007370288128346468,1,0.19999999999999996,0,0.5344359568895085,0,0.7480356207438449,0,0.13798049340218022,0,0.06450020567667625,1,0.09460062472110664,1,0.0015552221686375295,1,0.04923273657289007,1,0.2780277740802999,0,0.7326651330923432,0,0.1314641241111829,0,0.017677974199713287,1,0.021001221001220996,1,0.008643671555489223,1,0.05153346254702995,1,0.30626681563214603,0,0.4606228922832771,0,0.35459050599895675,0,0.15037593984962405,0,0.15037593984962405,0,0.005799328670465426,1,0.00818866688503117,1,0.2307597973977489,0
29,500,0.0,0,0.6,0,0.18840579710144922,0,0.18840579710144922,0,0.05861665167730813,1,0.15000000000000002,0,0.533394822167065,0,0.7922309337134712,0,0.09802437999159308,1,0.060485211033565967,1,0.060485211033565967,1,0.022740756788737673,1,0.003432494279176246,1,0.5478246639651505,0,0.8438310922387355,1,0.06717402333840689,1,0.030588235294117583,1,0.030588235294117583,1,0.0031437459785740238,1,0.020538151566359075,1,0.3445753403955669,0,0.3857142857142857,0,0.38222222222222224,0,0.1678321678321678,0,0.1678321678321678,0,0.006556564645828308,1,0.06580086580086575,1,0.1794521871405712,0
30,500,0.0,0,0.5454545454545454,0,0.21232876712328763,0,0.2727272727272727,0,0.06395477173896871,1,0.46466165413533833,0,0.6419507159828798,0,0.7989077940411621,0,0.09248090755326238,1,0.058884297520661155,1,0.058884297520661155,1,0.004174592594461506,1,0.03731041456016182,1,0.19444393387778125,0,0.6929176920973477,0,0.13487869325006002,0,0.03992645127396899,1,0.07005494505494506,1,3.392230113651723e-05,1,0.03818508535489662,1,0.4420143733705415,0,0.5191740412979352,0,0.2716666666666666,0,0.05988134964775682,1,0.10610766045548654,0,0.014887722762980157,1,0.03771118262268702,1,0.2671540412847334,0
