Model,Accuracy,AUC,F1,Precision,Recall,Train_Time_s
LGB_XGB_Blend,0.8786008452866084,0.9535924165215321,0.8638270527183666,0.8730362963507585,0.8548100688695318,0.0
Stacking_Ensemble,0.8785738220574406,0.9533810541560862,0.8638652407065168,0.8726266694414181,0.8552779977443429,758.093159198761
LightGBM,0.8784711337866029,0.9533385464748463,0.8636567589527171,0.8730263803079337,0.8544861181100473,110.76250720024109
XGBoost,0.8777144833699048,0.9529596256483097,0.8628245080088759,0.8720770626011078,0.8537662275334149,11.792837858200073
HistGradientBoosting,0.8662620388485942,0.9447876544519758,0.8493152353288637,0.8623115826439638,0.8367048208672282,21.85339641571045
RandomForest,0.8607493000983646,0.9397678796922002,0.8433310024018729,0.8549606085637845,0.8320135339428407,33.27808427810669
PyTorch_DNN,0.8550528033897938,0.935712413569943,0.8365283221280149,0.8501728346115248,0.8233148561418664,480.85154390335083
AdaBoost,0.8209494881800395,0.9024155096521316,0.798865892381201,0.8085909174706569,0.7893720154536511,328.5263228416443
LogisticRegression,0.8036384075751516,0.8819808048106664,0.7771070293616029,0.7951064577684042,0.7599044945168334,0.886866569519043
