Threshold,Accuracy,F1,Precision,Recall,DI_RACE,SPD_RACE,EOPP_RACE,EOD_RACE,TI_RACE,PP_RACE,CAL_RACE,DI_SEX,SPD_SEX,EOPP_SEX,EOD_SEX,TI_SEX,PP_SEX,CAL_SEX,DI_ETHNICITY,SPD_ETHNICITY,EOPP_ETHNICITY,EOD_ETHNICITY,TI_ETHNICITY,PP_ETHNICITY,CAL_ETHNICITY,DI_AGE_GROUP,SPD_AGE_GROUP,EOPP_AGE_GROUP,EOD_AGE_GROUP,TI_AGE_GROUP,PP_AGE_GROUP,CAL_AGE_GROUP
0.1,0.7751991611989666,0.7976414038706664,0.670834697217676,0.9835624985002279,0.7900716776443238,0.15114005333452352,0.0065372861542266625,0.07649765992687968,0.0051387016478505534,0.1574175875025451,0.24526283640163227,0.8021093291745748,0.14942199503441023,0.007687537650180598,0.15852091318027106,0.004635460083581844,0.015274029263940725,0.02614781875456751,0.8616122834379492,0.09499837980145309,0.0052298496115738,0.08756818060051391,0.0025180247148964205,0.01424609333517346,0.033898257051058756,0.45029615744761614,0.4540700164479597,0.04302142556356192,0.347897062546235,0.013829989883637886,0.20197405103403543,0.0652667547652459
0.15000000000000002,0.8092322160128846,0.8211007546844669,0.7108244482471151,0.9718762748062294,0.7682991097358249,0.15714164260047758,0.008729961819926246,0.06610511257888596,0.0051387016478505534,0.14499521935703952,0.24526283640163227,0.7926396964117163,0.14701608071450878,0.01136995882809022,0.13782629526282303,0.004635460083581844,0.010481532244376757,0.02614781875456751,0.8562799266940434,0.09214207629422622,0.008234974212339097,0.07311615687957146,0.0025180247148964205,0.012955514056148809,0.033898257051058756,0.4099327612059078,0.4661045963186458,0.06422068601564046,0.32001339282719354,0.013829989883637886,0.16958022862683986,0.0652667547652459
0.20000000000000004,0.8323586955346816,0.8375272376801878,0.7432367104847256,0.9592181988337772,0.7447168569499605,0.16417436275334996,0.00991170104941097,0.056013402025142156,0.0051387016478505534,0.1340478166323601,0.24526283640163227,0.7871588606428224,0.14301288411083435,0.014720778562173131,0.11856990636241613,0.004635460083581844,0.008502888613784676,0.02614781875456751,0.8513129065734417,0.09010956681684845,0.01061093916200806,0.06300313579515751,0.0025180247148964205,0.011176560399606905,0.033898257051058756,0.3818201177804053,0.46934205112823074,0.08410179447001775,0.2901857679912181,0.013829989883637886,0.14488326381832795,0.0652667547652459
0.25000000000000006,0.8489023164312043,0.8492908470482957,0.7710974284679464,0.9451323398843375,0.7347806415191903,0.16273184678428332,0.010416378625505485,0.04902823447015109,0.0051387016478505534,0.1274305740518238,0.24526283640163227,0.7824230060344616,0.13932649091127358,0.01828422575773414,0.10231939851614699,0.004635460083581844,0.007241475743194115,0.02614781875456751,0.8453287851718555,0.08917494566949563,0.012866953734635644,0.056377023600993725,0.0025180247148964205,0.008159253697284652,0.033898257051058756,0.36021282693658063,0.46819658892466426,0.10129973197713404,0.26106853576702016,0.013829989883637886,0.12377734024165765,0.0652667547652459
0.30000000000000004,0.8603655702441819,0.8571112536778532,0.7950259577698889,0.929714683368128,0.7142252034237567,0.1680273381881301,0.011757478796967313,0.044463577711565616,0.0051387016478505534,0.11230267239257896,0.24526283640163227,0.7769861713322715,0.13679658324583333,0.02095990521407909,0.09113261949913956,0.004635460083581844,0.004454320775215126,0.02614781875456751,0.8407488759628318,0.08771423706941806,0.014345499614467072,0.05057031441168225,0.0025180247148964205,0.005561148850205422,0.033898257051058756,0.34300648940611317,0.46414128874994925,0.11870204640789717,0.23318456603638593,0.013829989883637886,0.10770763641830106,0.0652667547652459
0.3500000000000001,0.8688616734945359,0.8624723686447883,0.817358514889777,0.9128572456986538,0.7071629213483146,0.1657568369726521,0.026074249375220293,0.04102144442729788,0.0051387016478505534,0.12433257055682678,0.24526283640163227,0.7742199774015002,0.13253716239695879,0.023721517599162745,0.07770799574041484,0.004635460083581844,0.004467120160335014,0.02614781875456751,0.835273514828431,0.08678694419423855,0.01784481205327937,0.04493182922855091,0.0025180247148964205,0.0037797095338106823,0.033898257051058756,0.3275289160231136,0.4588422667131161,0.13652758033004941,0.20625404669669212,0.013829989883637886,0.09429558106580072,0.0652667547652459
0.40000000000000013,0.8741149892447548,0.8649551241911918,0.8368899360484685,0.8949679648693398,0.700167956944695,0.1635930023785626,0.03651688117707541,0.03651688117707541,0.0051387016478505534,0.12405069846249805,0.24526283640163227,0.7720613606506475,0.12832529177995472,0.026697935762830083,0.06546504513645694,0.004635460083581844,0.0054427645788336365,0.02614781875456751,0.8341552282261763,0.0836914201611697,0.018740636301066593,0.03817203438023831,0.0025180247148964205,0.003925758293219173,0.033898257051058756,0.3156286256356449,0.45186567726955346,0.15267511399556488,0.18202328135639587,0.013829989883637886,0.09000280797233595,0.0652667547652459
0.45000000000000007,0.8769308097240388,0.8649430911668239,0.8552494223348229,0.8748590214287428,0.6702432350917452,0.1734422913566927,0.05173144008095465,0.05173144008095465,0.0051387016478505534,0.10917453155691148,0.24526283640163227,0.7665771146938581,0.12621479137248226,0.031160827963715332,0.05695575218887676,0.004635460083581844,0.004390042182075948,0.02614781875456751,0.831250320578079,0.081524915462655,0.01886347993934967,0.03416413252363369,0.0025180247148964205,0.001570146725522803,0.033898257051058756,0.3019713117294378,0.4452036974806065,0.16901052030413266,0.16901052030413266,0.013829989883637886,0.07977205031871848,0.0652667547652459
0.5000000000000001,0.8776009858074001,0.8626630523768807,0.872135368769542,0.8533942840688216,0.651643609221318,0.17644181253938596,0.052772896494517885,0.052772896494517885,0.0051387016478505534,0.09463124617987984,0.24526283640163227,0.7612648534660794,0.12397142186966964,0.03595741321754087,0.04875927675427351,0.004635460083581844,0.004063059943194114,0.02614781875456751,0.8302202897277289,0.07848419425002934,0.018896035008931444,0.029225097046877258,0.0025180247148964205,0.0010322960963649042,0.033898257051058756,0.29088367231681644,0.4361322989540718,0.183986206672197,0.183986206672197,0.013829989883637886,0.07034926818358123,0.0652667547652459
0.5500000000000002,0.8759795920573324,0.8576868453204171,0.8876850199622579,0.8296498932162312,0.6460903299851954,0.17233250975462916,0.042726804552941755,0.042726804552941755,0.0051387016478505534,0.07997238618802727,0.24526283640163227,0.7582685868669856,0.12016566054524597,0.03742825858158605,0.04155433376940959,0.004635460083581844,0.0032619825525295187,0.02614781875456751,0.8280679842176465,0.07596121079558876,0.02062508556290865,0.024526904531804186,0.0025180247148964205,0.0011887012672868735,0.033898257051058756,0.280579161459525,0.4265550025303485,0.1994069158213012,0.1994069158213012,0.013829989883637886,0.06251153323979897,0.0652667547652459
0.6000000000000002,0.8728611114113692,0.850669713705326,0.9032001509759516,0.8039138051016246,0.6304984072932113,0.17202779129386914,0.0436295096489272,0.0436295096489272,0.0051387016478505534,0.057942969772994624,0.24526283640163227,0.7528880961441221,0.1174576381760537,0.04018720602307835,0.04018720602307835,0.004635460083581844,0.0012610230114656895,0.02614781875456751,0.8236831706476555,0.07427900248111452,0.023907878562063223,0.023907878562063223,0.0025180247148964205,0.0008848712449801566,0.033898257051058756,0.2690466228361765,0.4164575706285764,0.21283664340669173,0.21283664340669173,0.013829989883637886,0.05163044128316496,0.0652667547652459
0.6500000000000001,0.8674456562861436,0.8405538941620075,0.9173170247183359,0.7756461017925276,0.630134272561323,0.16405296049296353,0.04704680432835773,0.04704680432835773,0.0051387016478505534,0.06491035925270272,0.24526283640163227,0.7463581106760174,0.11509636673817553,0.045268149251938894,0.045268149251938894,0.004635460083581844,0.0009118070430974567,0.02614781875456751,0.8230621867480185,0.07082543362866439,0.025287122070690615,0.025287122070690615,0.0025180247148964205,0.0028734427473221524,0.033898257051058756,0.25705149364619007,0.40595677894854787,0.228926314495826,0.228926314495826,0.013829989883637886,0.04116288829916148,0.0652667547652459
0.7000000000000002,0.859592705889983,0.8268101304640574,0.9303148956598707,0.7440309073020901,0.6179869029240252,0.1606167065034257,0.046585847626052335,0.046585847626052335,0.0051387016478505534,0.05456917175955989,0.24526283640163227,0.7379625111800995,0.11318283233362775,0.05113513935852698,0.05113513935852698,0.004635460083581844,4.073634413070959e-05,0.02614781875456751,0.8224633712494155,0.06722770027752462,0.02545046666186812,0.02545046666186812,0.0025180247148964205,0.0037549386808035656,0.033898257051058756,0.24528528488389784,0.393348689429142,0.24293188460016157,0.24293188460016157,0.013829989883637886,0.03159720667890242,0.0652667547652459
0.7500000000000002,0.8498211062229092,0.8095515513731726,0.9440670108860719,0.708588294579224,0.6032523230003076,0.15703060986383058,0.06790620382853385,0.06790620382853385,0.0051387016478505534,0.05886588081289024,0.24526283640163227,0.7314016545148181,0.10942573009663364,0.05316284999054999,0.05316284999054999,0.004635460083581844,0.002582606420720057,0.02614781875456751,0.818737471647016,0.06448586599148187,0.026901303096636298,0.026901303096636298,0.0025180247148964205,0.003141584897239036,0.033898257051058756,0.23155252981474148,0.3796879488948856,0.25645697989015226,0.25645697989015226,0.013829989883637886,0.01806630161575362,0.0652667547652459
