Fold,N_val,N_hospitals,Std_Acc,Std_AUC,Fair_Acc,Fair_AUC,Fair_AllDI,Std_DI_RACE,Std_V_DI_RACE,Std_SPD_RACE,Std_V_SPD_RACE,Std_EOPP_RACE,Std_V_EOPP_RACE,Std_EOD_RACE,Std_V_EOD_RACE,Std_TI_RACE,Std_V_TI_RACE,Std_PP_RACE,Std_V_PP_RACE,Std_CAL_RACE,Std_V_CAL_RACE,Std_NFair_RACE,Fair_DI_RACE,Fair_V_DI_RACE,Fair_SPD_RACE,Fair_V_SPD_RACE,Fair_EOPP_RACE,Fair_V_EOPP_RACE,Fair_EOD_RACE,Fair_V_EOD_RACE,Fair_TI_RACE,Fair_V_TI_RACE,Fair_PP_RACE,Fair_V_PP_RACE,Fair_CAL_RACE,Fair_V_CAL_RACE,Fair_NFair_RACE,Std_DI_SEX,Std_V_DI_SEX,Std_SPD_SEX,Std_V_SPD_SEX,Std_EOPP_SEX,Std_V_EOPP_SEX,Std_EOD_SEX,Std_V_EOD_SEX,Std_TI_SEX,Std_V_TI_SEX,Std_PP_SEX,Std_V_PP_SEX,Std_CAL_SEX,Std_V_CAL_SEX,Std_NFair_SEX,Fair_DI_SEX,Fair_V_DI_SEX,Fair_SPD_SEX,Fair_V_SPD_SEX,Fair_EOPP_SEX,Fair_V_EOPP_SEX,Fair_EOD_SEX,Fair_V_EOD_SEX,Fair_TI_SEX,Fair_V_TI_SEX,Fair_PP_SEX,Fair_V_PP_SEX,Fair_CAL_SEX,Fair_V_CAL_SEX,Fair_NFair_SEX,Std_DI_ETHNICITY,Std_V_DI_ETHNICITY,Std_SPD_ETHNICITY,Std_V_SPD_ETHNICITY,Std_EOPP_ETHNICITY,Std_V_EOPP_ETHNICITY,Std_EOD_ETHNICITY,Std_V_EOD_ETHNICITY,Std_TI_ETHNICITY,Std_V_TI_ETHNICITY,Std_PP_ETHNICITY,Std_V_PP_ETHNICITY,Std_CAL_ETHNICITY,Std_V_CAL_ETHNICITY,Std_NFair_ETHNICITY,Fair_DI_ETHNICITY,Fair_V_DI_ETHNICITY,Fair_SPD_ETHNICITY,Fair_V_SPD_ETHNICITY,Fair_EOPP_ETHNICITY,Fair_V_EOPP_ETHNICITY,Fair_EOD_ETHNICITY,Fair_V_EOD_ETHNICITY,Fair_TI_ETHNICITY,Fair_V_TI_ETHNICITY,Fair_PP_ETHNICITY,Fair_V_PP_ETHNICITY,Fair_CAL_ETHNICITY,Fair_V_CAL_ETHNICITY,Fair_NFair_ETHNICITY,Std_DI_AGE_GROUP,Std_V_DI_AGE_GROUP,Std_SPD_AGE_GROUP,Std_V_SPD_AGE_GROUP,Std_EOPP_AGE_GROUP,Std_V_EOPP_AGE_GROUP,Std_EOD_AGE_GROUP,Std_V_EOD_AGE_GROUP,Std_TI_AGE_GROUP,Std_V_TI_AGE_GROUP,Std_PP_AGE_GROUP,Std_V_PP_AGE_GROUP,Std_CAL_AGE_GROUP,Std_V_CAL_AGE_GROUP,Std_NFair_AGE_GROUP,Fair_DI_AGE_GROUP,Fair_V_DI_AGE_GROUP,Fair_SPD_AGE_GROUP,Fair_V_SPD_AGE_GROUP,Fair_EOPP_AGE_GROUP,Fair_V_EOPP_AGE_GROUP,Fair_EOD_AGE_GROUP,Fair_V_EOD_AGE_GROUP,Fair_TI_AGE_GROUP,Fair_V_TI_AGE_GROUP,Fair_PP_AGE_GROUP,Fair_V_PP_AGE_GROUP,Fair_CAL_AGE_GROUP,Fair_V_CAL_AGE_GROUP,Fair_NFair_AGE_GROUP
11,46259,21,0.841544348126851,0.9265011639095138,0.8139172917702501,0.9171148276357725,True,0.5697341239639699,0,0.2053321476665967,0,0.07362428545734645,1,0.0799289123149637,1,0.4903225806451613,0,0.237296899374266,0,0.440407607083842,0,2,0.8169147087708695,1,0.08365694955038921,1,0.1553218692457805,0,0.1553218692457805,0,0.48940092165898613,0,0.34419047992113394,0,0.4716893109071065,0,2,0.8056712948393567,1,0.10087176220113148,0,0.055580364099741764,1,0.055580364099741764,1,0.4954,0,0.006522256307246899,1,0.12202941646328436,0,4,0.93766516639292,1,0.028641826072278442,1,0.026301403099720067,1,0.050398088862705,1,0.4856,0,0.10113174695731131,0,0.10235951151940892,0,4,0.782570171741025,0,0.10368004997216401,0,0.023434027658211565,1,0.06087799494599998,1,0.4908,0,0.010346942742757492,1,0.1305711316317235,0,3,0.870293008836574,1,0.05875332895843177,1,0.0051537134764583215,1,0.013582274446745396,1,0.493,0,0.04539845206544657,1,0.12787070443645332,0,5,0.29780800037328553,0,0.42281864649762274,0,0.2884052183173589,0,0.2884052183173589,0,0.4992775180620484,0,0.055575582445199445,1,0.31097749253176493,0,1,0.8106683007684136,1,0.09096450742937034,1,0.16845146460651939,0,0.16845146460651939,0,0.49290267743306415,0,0.38981260788465333,0,0.3633318614113923,0,2
12,46255,23,0.8653550967462977,0.9362564067724636,0.7632472165171332,0.9148145991069928,True,0.5968608597285068,0,0.18184717438448783,0,0.1579396092362344,0,0.1579396092362344,0,0.4553846153846154,0,0.08210431654676265,1,0.19025006175555853,0,1,0.9649198662515854,1,0.01322251195132551,1,0.19217354317311786,0,0.19217354317311786,0,0.45307692307692304,0,0.26410322826646615,0,0.21965663462422713,0,2,0.5939918170927674,0,0.1963723788471461,0,0.06692022158910582,1,0.08018925270518755,1,0.499,0,0.0072528799963033075,1,0.056125557217433036,0,3,0.9974775789619529,1,0.0009210719685111002,1,0.01927372768289559,1,0.14493913288454327,0,0.4618,0,0.30698493944325866,0,0.13843763256827113,0,3,0.771330792917583,0,0.0870481453499482,1,0.0034479465216922245,1,0.023933434360771624,1,0.4478,0,0.022471449370407348,1,0.08750913114337988,0,4,0.972783894994513,1,0.01010241178806065,1,0.04766702606661344,1,0.06639449405351325,1,0.4586,0,0.15890324105578613,0,0.20803633605552735,0,4,0.16137827763794851,0,0.5114298143780024,0,0.3365746430286459,0,0.3365746430286459,0,0.46980609418282543,0,0.11617810997279654,0,0.08204762933641957,0,0,0.9941442660971016,1,0.0021423000870554043,1,0.2952954262585874,0,0.2952954262585874,0,0.46475838719606033,0,0.6308446610612619,0,0.39616305972782195,0,2
13,46255,22,0.8481893849313588,0.9312121156510079,0.8180737217598097,0.9231799337056694,True,0.703125,0,0.13194444444444442,0,0.08687258687258681,1,0.08687258687258681,1,0.49565217391304356,0,0.15631364562118122,0,0.17496726994182527,0,2,0.826334988292429,1,0.06971752223788885,1,0.1660248721671611,0,0.1660248721671611,0,0.5478260869565218,0,0.1316234498308907,0,0.14443846217702755,0,2,0.8199116298358986,1,0.08101856545391378,1,0.04546847173147417,1,0.04546847173147417,1,0.4824,0,0.014700162450270726,1,0.04614013301395253,1,6,0.9511367657786668,1,0.018810619430311426,1,0.025629168916391,1,0.06133921957310051,1,0.4646,0,0.12024651532827302,0,0.08375420865224625,0,4,0.8136410331071208,1,0.07924695739719356,1,0.015890209286857693,1,0.03621982428547603,1,0.4696,0,0.0020404181470908833,1,0.03310073745545791,1,6,0.9497085864787894,1,0.01908357496644919,1,0.046087646631639,1,0.046087646631639,1,0.4594,0,0.056433666241590186,1,0.06032213000497422,0,5,0.2309789026202678,0,0.43401383745037153,0,0.2901111907060765,0,0.2901111907060765,0,0.4588202866593164,0,0.11782200869366277,0,0.2925330146869852,0,0,0.8407573341672605,1,0.06347660417565171,1,0.18043935548492918,0,0.18043935548492918,0,0.46168687982359424,0,0.42782952747848924,0,0.2595720162084121,0,2
14,46255,23,0.8367744027672684,0.9187863964915397,0.8039347097611069,0.9103779772773526,True,0.7730913916004772,0,0.11916078557171367,0,0.18909012505390255,0,0.18909012505390255,0,0.5083333333333334,0,0.09380530973451318,1,0.15359694902922538,0,1,0.8724272918629634,1,0.06517218854679263,1,0.15092712376024153,0,0.15092712376024153,0,0.5,0,0.10873076821227123,0,0.16920073475740274,0,2,0.8186579633122842,1,0.09548572565504632,1,0.02691949157091278,1,0.059978175601421824,1,0.5062,0,0.0037368139944393697,1,0.10340179422371953,0,5,0.9509384327454548,1,0.024194404166665018,1,0.001708585466399959,1,0.04195014545455039,1,0.5054,0,0.08714595407241288,1,0.13807241530156722,0,5,0.8816477597906375,1,0.056530665271256,1,0.12726749689509542,0,0.12726749689509542,0,0.4844,0,0.02153626452573354,1,0.11640656205909966,0,3,0.9345558036356988,1,0.031663219611011484,1,0.0810500216552884,1,0.0810500216552884,1,0.504,0,0.019889661648619272,1,0.11977310719620171,0,5,0.29826315914735047,0,0.4570770439774039,0,0.33011722165764656,0,0.33011722165764656,0,0.49100204498977507,0,0.06781931424929,1,0.24124532628312076,0,1,0.8192820722837172,1,0.09269808307517868,1,0.0840232972792706,1,0.17729615887707545,0,0.49509202453987733,0,0.3980795626377639,0,0.3076464150565352,0,3
15,46255,21,0.8514971354448168,0.9291094965116395,0.8148524483839585,0.904580441610075,False,0.7426997005466973,0,0.11588635632640593,0,0.14672918446503347,0,0.14672918446503347,0,0.4903225806451614,0,0.09859394972305069,1,0.14429842213078387,0,1,0.5614923563876355,0,0.20154016627357763,0,0.21230499060687735,0,0.21230499060687735,0,0.4903225806451614,0,0.14989950870924518,0,0.3471375680479709,0,0,0.7187113496351881,0,0.14664035290134675,0,0.038687175481201375,1,0.06114374683956848,1,0.5066,0,0.025783126238468124,1,0.09624091944486435,0,3,0.8305032071015346,1,0.08145149640084798,1,0.02122121128966792,1,0.028542666337367517,1,0.4928,0,0.12371504174822656,0,0.16680830009752168,0,4,0.8308384400072314,1,0.07580978948302125,1,0.015175225690887473,1,0.015175225690887473,1,0.4796,0,0.08095113521529318,1,0.18016428881110563,0,5,0.9771312074186002,1,0.009807989202507583,1,0.015583468464020922,1,0.0978615380692256,1,0.4804,0,0.19372587512260853,0,0.3310585023838829,0,4,0.22056702022358543,0,0.4894223369167446,0,0.3007326815647803,0,0.3007326815647803,0,0.4875502008032129,0,0.180999742772031,0,0.19675164535506928,0,0,0.59563633768423,0,0.20981229274889818,0,0.05138425597979279,1,0.08984588121805381,1,0.4911646586345381,0,0.4929179523814025,0,0.45163537920781116,0,2
16,46259,21,0.8469919367042089,0.9311682487494359,0.8003847899868134,0.9155794177395763,True,0.6278481012658228,0,0.23709677419354835,0,0.26436781609195403,0,0.26436781609195403,0,0.4800000000000001,0,0.14556962025316456,0,0.2851190011962661,0,0,0.8600419701271448,1,0.06509358135262372,1,0.10559200249921907,0,0.16703588834736377,0,0.4,0,0.1861728395061728,0,0.17096484694479225,0,2,0.8805503517521428,1,0.06387823110346363,1,0.025376778641963638,1,0.03711430698130924,1,0.5076,0,0.004230167497409676,1,0.060591270939092,0,5,0.9951520381201251,1,0.0022564097039084463,1,0.017140329623792083,1,0.07345459695446235,1,0.4916,0,0.09248452684454278,1,0.0658263062085288,0,5,0.7035168570315918,0,0.15209232575007997,0,0.0953634761734583,1,0.0953634761734583,1,0.5012919896640827,0,0.01785090620127061,1,0.09644068955219498,0,3,0.8414515226633915,1,0.07477666621856577,1,0.021620758496524672,1,0.021620758496524672,1,0.49310938845822566,0,0.05491908632070597,1,0.0835681542775516,0,5,0.3248947129151826,0,0.42119573196206817,0,0.23245988897539183,0,0.23245988897539183,0,0.4851851851851852,0,0.09784667345008513,1,0.1853607829326247,0,1,0.8383934259687218,1,0.07914974999279245,1,0.15126468198896525,0,0.21461608192574586,0,0.5032098765432098,0,0.45423107826171705,0,0.32414836833592875,0,2
17,46258,22,0.8420813697090233,0.9250940669738179,0.8082493838903541,0.9105437640628625,True,0.5456876899696049,0,0.23415469973890335,0,0.2562839459391184,0,0.2562839459391184,0,0.503125,0,0.106934953176411,0,0.11147990119389972,0,0,0.8361802761010507,1,0.07652904699738905,1,0.07156444575182619,1,0.15307043243876714,0,0.4875,0,0.2412159197743654,0,0.17849031093973694,0,3,0.7750439353619702,0,0.11649617743683521,0,0.021533003990932498,1,0.052608188899275,1,0.5036,0,0.00960731745781429,1,0.07122772196024507,0,3,0.9400456101867346,1,0.02825319005190724,1,0.019827512937538705,1,0.06962756984791144,1,0.494,0,0.12558577232864165,0,0.045044839897537575,1,5,0.7709329726811237,0,0.10919488923902504,0,0.02184085147204773,1,0.05033736939302011,1,0.5004,0,0.0019422242703331927,1,0.05976549102523365,0,3,0.8772022360991258,1,0.05762830445374301,1,0.016411573078024433,1,0.016411573078024433,1,0.4786,0,0.0628432186228064,1,0.0940909388569024,0,5,0.3291508477730044,0,0.42274887744086864,0,0.2689291517120962,0,0.2689291517120962,0,0.50424,0,0.039948033337005584,1,0.19319810235372897,0,1,0.8094654400641476,1,0.09483098227202574,1,0.13098472426553986,0,0.16746007931566903,0,0.49988,0,0.3494968854747249,0,0.26466707969392805,0,2
18,46255,23,0.8482974813533672,0.9325999811507791,0.7706626310669117,0.9207539954362844,True,0.5263098616930216,0,0.21429080941171674,0,0.15232536797010154,0,0.15232536797010154,0,0.4,0,0.09782403027436137,1,0.20942810327282274,0,1,0.8053979238754325,1,0.08054075728933952,1,0.08174097664543523,1,0.12952734973003197,0,0.44761904761904764,0,0.2968919872589597,0,0.12467690235963891,0,3,0.7251847245168032,0,0.14066058048284058,0,0.05230097055808025,1,0.07675436860845607,1,0.5154,0,0.009449171206796114,1,0.06559716698037499,0,3,0.9977730866167218,1,0.0009213937311962073,1,0.00393527117549064,1,0.11609951813617765,0,0.484,0,0.19640913486447242,0,0.05553259533145133,0,3,0.9281320636237491,1,0.030809021670249515,1,0.022113628492201443,1,0.03227490529184557,1,0.4884,0,0.024552161021726526,1,0.05922930421693273,0,5,0.9199417217490696,1,0.03524031091322166,1,0.04749250108129388,1,0.05476259078679674,1,0.4858,0,0.06639841811188774,1,0.10390206673489322,0,5,0.17611298084229576,0,0.5269676543695124,0,0.34543012631280867,0,0.34543012631280867,0,0.48083881578947374,0,0.058676065263045696,1,0.1223131727212966,0,1,0.9971529306778756,1,0.001178807505459567,1,0.2783341477551531,0,0.2783341477551531,0,0.48190789473684204,0,0.5717750452453708,0,0.27357306600566506,0,2
19,46255,24,0.8439736244730299,0.9265490241136703,0.7814506539833531,0.9140460415468219,True,0.5610140822381227,0,0.1992220103447646,0,0.28764306854194494,0,0.28764306854194494,0,0.47272727272727266,0,0.10809628008752736,0,0.29167043372759444,0,0,0.8401031497192955,1,0.06523399106544081,1,0.17682317682317683,0,0.17682317682317683,0,0.47272727272727266,0,0.22382324687800192,0,0.30354753058512207,0,2,0.6647282198114703,0,0.15106302061456506,0,0.10437427605849237,0,0.10437427605849237,0,0.4752,0,0.011719579845729244,1,0.12118878642633646,0,1,0.9935153816003919,1,0.002259058901079636,1,0.017668738923449112,1,0.100488385913548,0,0.4512,0,0.20158141063796153,0,0.1422055269951072,0,3,0.9199355240458897,1,0.029002363617350813,1,0.007296477805396773,1,0.02393865490120374,1,0.4576,0,0.023841427036034424,1,0.11397608065243137,0,5,0.9941471461062283,1,0.0020367862652692637,1,0.012839374179628105,1,0.03703060777733577,1,0.4446,0,0.07145995501404834,1,0.12532904386862181,0,5,0.1372867293064573,0,0.46609346732251367,0,0.4746250889441704,0,0.4746250889441704,0,0.4382978723404255,0,0.06077295703052443,1,0.3019369880270996,0,1,0.8638824821447324,1,0.05041589416969472,1,0.18960369994180248,0,0.18960369994180248,0,0.45626477541371163,0,0.5155540008575914,0,0.2518317117240393,0,2
20,46255,23,0.8508701761971679,0.9303371864217798,0.7617338666090152,0.9055196581126085,True,0.42200209390351934,0,0.2282760814249364,0,0.2900100795161832,0,0.2900100795161832,0,0.45,0,0.17368421052631577,0,0.151576656649006,0,0,0.959601508991686,1,0.017541348600508877,1,0.08496133630452662,1,0.0895127693372254,1,0.5333333333333333,0,0.22946227842571876,0,0.3302380126520761,0,4,0.5887224512508621,0,0.21402938657312998,0,0.07818825548234143,1,0.09355114544118884,1,0.509,0,0.005063662773916011,1,0.07114352325663026,0,3,0.9986812135969526,1,0.000571983395419251,1,0.055134247101760736,1,0.14996184345371721,0,0.503,0,0.26969339250558755,0,0.22514851939144104,0,3,0.9990509670668309,1,0.00034996067368370243,1,0.0029424039777025124,1,0.016136804022475373,1,0.4652,0,0.029255841607191635,1,0.08072021462553447,0,5,0.990930892504458,1,0.003955036071912943,1,0.013967457619290524,1,0.027492535223674203,1,0.4908,0,0.041308806360480066,1,0.17976905620973194,0,5,0.2330379942695875,0,0.49276827971185083,0,0.2943936406491753,0,0.2943936406491753,0,0.48282208588957054,0,0.04851966229208948,1,0.22588359841215205,0,1,0.9931489121365554,1,0.002976588244254841,1,0.24757583439948583,0,0.26030637605062135,0,0.49059304703476486,0,0.5205620389508252,0,0.41725904116130397,0,2
