Fold,N_val,N_hospitals,Acc,AUC,DI_RACE,V_DI_RACE,SPD_RACE,V_SPD_RACE,EOPP_RACE,V_EOPP_RACE,EOD_RACE,V_EOD_RACE,TI_RACE,V_TI_RACE,PP_RACE,V_PP_RACE,CAL_RACE,V_CAL_RACE,DI_SEX,V_DI_SEX,SPD_SEX,V_SPD_SEX,EOPP_SEX,V_EOPP_SEX,EOD_SEX,V_EOD_SEX,TI_SEX,V_TI_SEX,PP_SEX,V_PP_SEX,CAL_SEX,V_CAL_SEX,DI_ETHNICITY,V_DI_ETHNICITY,SPD_ETHNICITY,V_SPD_ETHNICITY,EOPP_ETHNICITY,V_EOPP_ETHNICITY,EOD_ETHNICITY,V_EOD_ETHNICITY,TI_ETHNICITY,V_TI_ETHNICITY,PP_ETHNICITY,V_PP_ETHNICITY,CAL_ETHNICITY,V_CAL_ETHNICITY,DI_AGE_GROUP,V_DI_AGE_GROUP,SPD_AGE_GROUP,V_SPD_AGE_GROUP,EOPP_AGE_GROUP,V_EOPP_AGE_GROUP,EOD_AGE_GROUP,V_EOD_AGE_GROUP,TI_AGE_GROUP,V_TI_AGE_GROUP,PP_AGE_GROUP,V_PP_AGE_GROUP,CAL_AGE_GROUP,V_CAL_AGE_GROUP
11,46259,21,0.8067403099937309,0.9135915261083228,0.9038110451848471,1,0.04364935535649561,1,0.18723656762526986,0,0.18723656762526986,0,0.4949308755760368,0,0.3727668688899259,0,0.4406057254948204,0,0.9532297247988323,1,0.02121741781966885,1,0.02244241531199398,1,0.05892628008001918,1,0.4846,0,0.10977613831906774,0,0.09308872945261126,0,0.8629273358838866,1,0.06199500616640935,1,0.0018958191579151462,1,0.016498973210692602,1,0.488,0,0.045298336081605495,1,0.10002708608069605,0,0.8618965757414584,1,0.06497258421343205,1,0.16832770747415393,0,0.16832770747415393,0,0.4934126646833829,0,0.4096011595502404,0,0.3349431782356165,0
12,46255,23,0.7848016430656145,0.9113573408227764,0.8970162322263215,1,0.03992115375969707,1,0.1694995037572664,0,0.1694995037572664,0,0.4538461538461539,0,0.22824812365565672,0,0.2223390184127167,0,0.9056552177402621,1,0.036003275486108266,1,0.006569446072469454,1,0.10098868009729425,0,0.4684,0,0.25408454350935705,0,0.1225518063078237,0,0.9986213145672791,1,0.0004921155607919836,1,0.04695737487995877,1,0.05691905433232161,1,0.4616,0,0.14905877680169333,0,0.22439564448495147,0,0.8188101581871523,1,0.07127837877140963,1,0.2303251697880222,0,0.2303251697880222,0,0.4586642043705755,0,0.5869186694883824,0,0.36920733951785234,0
13,46255,22,0.8105502107880229,0.9201793862332082,0.8993817895031418,1,0.03891299428357786,1,0.1912126759674263,0,0.1912126759674263,0,0.5565217391304347,0,0.1385589802792846,0,0.18284221243434773,0,0.9654319212900587,1,0.012981923942028073,1,0.026671442635678555,1,0.07047748325004694,1,0.4582,0,0.1339945841915472,0,0.09519867970105489,0,0.9715950083249206,1,0.010535754660627172,1,0.05576245345703301,1,0.05576245345703301,1,0.4628,0,0.06262162773481161,1,0.08258846158105548,0,0.8874756854430518,1,0.04334379794103582,1,0.19138364287690346,0,0.19138364287690346,0,0.4612458654906284,0,0.44798096901696,0,0.26196991169464207,0
14,46255,23,0.7920873419089828,0.9068393429956052,0.9375951293759512,1,0.030505952380952384,1,0.14510564898663225,0,0.14510564898663225,0,0.4833333333333334,0,0.13308556636186986,0,0.23330676717975046,0,0.9834490272866233,1,0.007916372931470073,1,0.0028101728759093447,1,0.07398422957192116,1,0.4994,0,0.11715106575252865,0,0.12493958748892331,0,0.9521162587244874,1,0.022862750811784738,1,0.08517111222869389,1,0.08517111222869389,1,0.502,0,0.0010569907852692184,1,0.11541296924527034,0,0.7091815320711293,0,0.1442394814634838,0,0.08735508522278257,1,0.2186476427954498,0,0.4893660531697342,0,0.4311066675578528,0,0.3158565088257716,0
15,46255,21,0.773948762295968,0.8989382319141429,0.6700048572816366,0,0.14299156251354145,0,0.09009009009009017,1,0.18466797636862672,0,0.4838709677419354,0,0.26001639152324074,0,0.2506019621535376,0,0.9616491710404295,1,0.016590080153440656,1,0.012361589586589061,1,0.12222615253638706,0,0.4828,0,0.22350773942549906,0,0.16589164788201616,0,0.9131849481182208,1,0.0388006988463524,1,0.01873375324869342,1,0.15854146923902013,0,0.4862,0,0.25454989038782583,0,0.334454556987646,0,0.9046647158112243,1,0.04197837881612404,1,0.1803724962696709,0,0.23525046480380266,0,0.48253012048192767,0,0.5891203814591766,0,0.4528657109502835,0
16,46259,21,0.7938130958300007,0.9129998543776625,0.7689922480620156,0,0.1201612903225806,0,0.15402298850574714,0,0.17368187859991138,0,0.44000000000000006,0,0.19698492462311556,0,0.19699895655727762,0,0.9844019642669644,1,0.007318479214836027,1,0.030638939744933036,1,0.07618822396174382,1,0.4908,0,0.0976447120206897,1,0.07124557161489259,0,0.8234061940818854,1,0.08358872495434388,1,0.03772595607170737,1,0.03772595607170737,1,0.4928940568475452,0,0.05493106123458702,1,0.11354911867102657,0,0.8032276076064557,1,0.09405911949301116,1,0.1733306463381583,0,0.2264767923350024,0,0.4958024691358025,0,0.4725745617054611,0,0.32699623073646966,0
17,46258,22,0.7982835401444075,0.9071606599628432,0.8577384233737596,1,0.06737924281984337,1,0.08328815862276662,1,0.1141802414156803,0,0.48125,0,0.19521079752312498,0,0.34743967546900184,0,0.9465376899664628,1,0.02506821938401721,1,0.023483770517142344,1,0.06761310135032499,1,0.4872,0,0.12539167817442143,0,0.0538677938186099,0,0.9155923112325778,1,0.03917189541644922,1,0.03705983132152313,1,0.03705983132152313,1,0.4848,0,0.07438423279362005,1,0.10754954998884131,0,0.9025415602938885,1,0.04599972434236882,1,0.20208150036808925,0,0.20208150036808925,0,0.49792,0,0.37627910393752606,0,0.2640188326178967,0
18,46255,23,0.7868554750837747,0.9175334967945873,0.7788333333333334,0,0.0946572508738141,1,0.09402487109493485,1,0.09402487109493485,1,0.43809523809523815,0,0.2630714285714286,0,0.10984945466928642,0,0.9393898058104512,1,0.025599473787233262,1,0.006822406559388927,1,0.07477562267675154,1,0.4854,0,0.15268455690132665,0,0.06385622910531896,0,0.9299336543462001,1,0.03003652486128855,1,0.055226377586861,1,0.055226377586861,1,0.4842,0,0.05348567407257576,1,0.11211369400441201,0,0.843733645633969,1,0.06787382976757123,1,0.21907183777267547,0,0.21907183777267547,0,0.4771381578947369,0,0.5296520200098392,0,0.287184498842299,0
19,46255,24,0.7818181818181819,0.9110979348487226,0.8801641541317394,1,0.04385254141256606,1,0.14728826151560181,0,0.14728826151560181,0,0.4545454545454545,0,0.2700135685210312,0,0.33768638025752956,0,0.9303050809887596,1,0.024366335291820473,1,0.011604968009250483,1,0.08292368310076645,1,0.444,0,0.18658208697709633,0,0.14017383982671283,0,0.9862680239933318,1,0.004612349013815187,1,0.007416366723154599,1,0.03742648435897919,1,0.4344,0,0.07252228814908768,1,0.12130939768316606,0,0.8381986314572089,1,0.057731793126918896,1,0.1856350345221539,0,0.1856350345221539,0,0.450354609929078,0,0.5044102861562259,0,0.25299504854498633,0
20,46255,23,0.7726732245162685,0.9023525225962226,0.8,1,0.09999999999999998,1,0.06749571077622496,1,0.17451509071147897,0,0.5,0,0.22807804440457502,0,0.3493478858066929,0,0.9488733069177584,1,0.02255958207575387,1,0.047748116627801096,1,0.11792623520478547,0,0.4986,0,0.2403660116212586,0,0.23966855872928422,0,0.9967507182932386,1,0.0013846583874542184,1,0.004259428192839088,1,0.011056525806541206,1,0.4802,0,0.020677831119072954,1,0.18014932082739304,0,0.8940707299160205,1,0.047852247840158124,1,0.2194515076758773,0,0.22125667470723567,0,0.4897750511247444,0,0.49202313511646073,0,0.42536220581106443,0
