N,Rep,DI_RACE,SPD_RACE,EOPP_RACE,EOD_RACE,TI_RACE,PP_RACE,CAL_RACE,DI_SEX,SPD_SEX,EOPP_SEX,EOD_SEX,TI_SEX,PP_SEX,CAL_SEX,DI_ETHNICITY,SPD_ETHNICITY,EOPP_ETHNICITY,EOD_ETHNICITY,TI_ETHNICITY,PP_ETHNICITY,CAL_ETHNICITY,DI_AGE_GROUP,SPD_AGE_GROUP,EOPP_AGE_GROUP,EOD_AGE_GROUP,TI_AGE_GROUP,PP_AGE_GROUP,CAL_AGE_GROUP
100000,4,0.6491888291004333,0.17715063459899494,0.025324925652604913,0.031344659232667396,0.005574715270423657,0.10093246068684869,0.22041115436010383,0.7578518418432773,0.1260364577715457,0.03458953912591811,0.04865073854765595,0.005342378469642847,0.004741762223521073,0.02782473633638688,0.8382412515279406,0.07455332680907739,0.013943023246712705,0.029715972513490493,0.003239926720287112,0.0022395218083837154,0.03395440947363171,0.292690018162119,0.43483845329865645,0.18000762718081242,0.18000762718081242,0.01438715535134786,0.07771198495973675,0.08326321601743458
100000,5,0.6697161483737419,0.16749166704372348,0.047442608045431656,0.047442608045431656,0.005690972006918885,0.10772833723653397,0.1888630591263138,0.7614576290360143,0.12338735373539861,0.03526725337349956,0.05225708385320206,0.005310537585611001,0.0016182098124275512,0.03195806112571686,0.8319402060256638,0.07737172067085513,0.019790893775776253,0.024606378780299587,0.0019395490181265407,0.007028044913552467,0.020827735421197868,0.29307373129519304,0.43320144644545844,0.18442891988186239,0.18442891988186239,0.014104380660540282,0.06423663163847593,0.054378289454567796
100000,6,0.636264516380258,0.18336693167833168,0.045909391694507695,0.045909391694507695,0.006313464902316213,0.11069250688051058,0.19508506375003415,0.7659498071712767,0.12112811046547495,0.0351276270021087,0.050575549921817176,0.004968965970989565,0.00022066645438834076,0.04530436354127121,0.8273012815724696,0.07991197284747326,0.019105212898145707,0.02665839388503348,0.0028592575776902954,0.005800717281912893,0.04750530349601456,0.29037469480766104,0.43582921522041207,0.17968340229364166,0.17968340229364166,0.014961147120248812,0.06428642214353508,0.126627879343698
100000,7,0.6346015269188925,0.18476906992086,0.07543489956958394,0.07543489956958394,0.013557928797209753,0.0991729472286027,0.1925255173801717,0.7607028817933549,0.12456937553478842,0.03264510252461916,0.04903331730022775,0.005219411238467531,0.003745846707752354,0.028112149556936528,0.8327657256529674,0.07741414696889182,0.021171937998029633,0.025676567444561968,0.0011001627843562622,0.005150887624735034,0.04311782919112528,0.29551283417548246,0.4342785259022053,0.18011206041683436,0.18011206041683436,0.013954107235846128,0.07257880535254924,0.06439636677826366
100000,8,0.6960276852931138,0.1537448352575409,0.03382879461863941,0.03382879461863941,0.005431870950112425,0.10868193230617251,0.1954334168259097,0.7610757611760167,0.12375710750730073,0.03708911546375537,0.04920860341400454,0.00419446040507971,0.0031224815091347446,0.0281032714000609,0.8351453782258262,0.07589022738928675,0.01397700085727649,0.027814825492065806,0.003486054080645014,0.002285860329639511,0.045255243723929195,0.28854342068366,0.4373188698844944,0.19016000725803173,0.19016000725803173,0.013282934694344009,0.07382737202827161,0.09472758241765644
100000,9,0.6735351166042672,0.1661840851425357,0.03235815602836878,0.03235815602836878,0.010868779873055595,0.0937150156442863,0.11226163544726125,0.7684688756626454,0.11968339232940767,0.03240500881628783,0.045857418888112234,0.003935986212128338,0.006901336406231806,0.030768684768574972,0.8306328342147871,0.07833881520118563,0.018864825420538023,0.02874005994078875,0.0032659261927138195,0.002619745254062056,0.016727107840122213,0.29093803595402523,0.4354461025584251,0.1850830300299139,0.1850830300299139,0.014863829171682295,0.07825670699766019,0.10011754628004121
100000,10,0.6841358993090068,0.16130204739369347,0.025327071452532657,0.03378908396221751,0.00902494084134306,0.08401546624984568,0.2385809947231684,0.7618510371834418,0.12395937309697314,0.037597942574631116,0.044196489680259826,0.0033075444848767663,0.009337861607795928,0.0374925197578565,0.830308534096592,0.07873385980630765,0.021987095352598907,0.028483862026752696,0.002077188521457808,0.0018376867661701324,0.040017601536125436,0.2931041698329438,0.43623692440262796,0.18186618162161372,0.18186618162161372,0.013666079033571324,0.06877898253070536,0.052909290112279295
100000,11,0.6666820864866866,0.1691059123936839,0.04183998415382972,0.04183998415382972,0.005794206484621291,0.10477727477877918,0.2147602487077261,0.7617657446998815,0.12344552582915858,0.03358295864648264,0.04590120294848095,0.004191253683280827,0.008064440709830478,0.028755680963430272,0.8332170277153925,0.07687353354019516,0.0186840692670186,0.028302181709517385,0.0027017385864578705,0.0017183727386136383,0.03367131834775805,0.29064855818757807,0.4355745434818865,0.18199968547727963,0.18199968547727963,0.013727011974262432,0.06848330130260993,0.06723253846606381
100000,12,0.6695096396656937,0.16917259188656653,0.0687567235285077,0.0687567235285077,0.004773831759564778,0.08679674904064638,0.46550854197913744,0.7609255566633433,0.12425553860157079,0.033614667777329355,0.049918205100315444,0.005350659536736108,0.0026597929674663234,0.0324820580565387,0.8290647367679131,0.07907593463863449,0.020017303180717816,0.02899581763799039,0.0027057371919987014,0.0012774679738977168,0.03362941901867411,0.2883935439863356,0.4369422908896836,0.18740217394017922,0.18740217394017922,0.014562707939149079,0.06804875671866684,0.06855525330157508
100000,13,0.703765680080223,0.14978458667081418,0.03181084848021998,0.03451755374254949,0.007367234846842256,0.1152715298500151,0.24482225017212245,0.7629382132462621,0.12324913535228255,0.03607074934769727,0.04910771427639783,0.004990719300568665,0.0023418018444207878,0.034446797146474584,0.8332891080988052,0.07718092600556575,0.01648434430098278,0.027757211131703666,0.0034905122535595703,0.0023018508098795465,0.03203672485426612,0.2928279841777581,0.4340972596774677,0.1827282922521034,0.1827282922521034,0.013961890966843797,0.07034018344363169,0.1277402125494932
100000,14,0.6676539618631143,0.1680329665156432,0.06867916058803725,0.06867916058803725,0.008217807011009874,0.09405748717143902,0.19263298920495692,0.7614758837308522,0.12362217638895617,0.0312501771269007,0.05127007017430196,0.00584754834907069,0.0010762113127578132,0.028569430066173074,0.840242694298639,0.07352901066416001,0.01648497104912683,0.027049542477888794,0.0023233028552981927,0.001564877539550591,0.033496665902070455,0.2854141102654084,0.4398119731783948,0.18414677482156838,0.18414677482156838,0.014419279492705175,0.07106981416373681,0.08380580839078633
