N_Hospitals,N_Train,Accuracy,AUC,DI_RACE,SPD_RACE,N_Fair_RACE,DI_SEX,SPD_SEX,N_Fair_SEX,DI_ETHNICITY,SPD_ETHNICITY,N_Fair_ETHNICITY,DI_AGE_GROUP,SPD_AGE_GROUP,N_Fair_AGE_GROUP
1,12785,0.8115562137213148,0.8929144446676678,0.6129119330210502,0.16853314051274687,1,0.7723147682488428,0.1053580667991516,4,0.8182798152655315,0.07573297445257504,6,0.2960544898341351,0.3953345484394314,1
2,24882,0.8043139883043464,0.8913818229054833,0.7244631784084641,0.1410221269870069,1,0.8025019454039367,0.10713613832213609,5,0.8523148634173403,0.07304891677432468,6,0.4027640106253021,0.37320470095801106,1
3,35386,0.807832412741993,0.8970375614826294,0.7651195471965895,0.12460498785007146,1,0.7999689277065721,0.11200360381477908,4,0.8713340261268931,0.06521596618443215,6,0.4047964475974467,0.3796066647902875,1
5,55497,0.8153664890339736,0.9028827170197746,0.7038754595383107,0.15126503338380237,1,0.8242940558592814,0.09229268499726395,6,0.8721544148924563,0.06184646271346683,6,0.40118146449824527,0.37027389188836307,1
10,99803,0.827591797909483,0.9121734666472316,0.6481767620328811,0.17610149811117004,3,0.761325881442123,0.1272848901910798,4,0.8354233584931061,0.07801931399767459,6,0.3203439225216489,0.4192904017477559,1
50,344496,0.8440921816393372,0.9261704909484758,0.7235553122300891,0.14005448669280834,3,0.7616432989504212,0.12429831414879661,5,0.8415432768404604,0.07334190283491104,6,0.3228759800747228,0.4092309796034628,1
100,522048,0.8535070746813961,0.9345847795808523,0.6817973603116237,0.16125143050915214,3,0.7523609499435059,0.1296899716115355,5,0.834686049052655,0.07646040931186748,7,0.29634963429799416,0.4296200459544206,2
439,740102,0.8624625728276026,0.941304824479425,0.6403221665555932,0.17908573789045806,4,0.7506631199644841,0.12930402686233083,5,0.8188041783514733,0.0832611739705657,7,0.26116568771280346,0.458370242929664,2
