Model,Attribute,Metric,Mean,Std,Threshold,Margin,Margin_sigma,VFR,Pct_Fair,Verdict
AdaBoost,SEX,CAL,0.203819,0.00317,0.05,0.1538,48.5,0.0,0.0,UNFAIR
AdaBoost,ETHNICITY,DI,0.781312,0.00709,0.8,0.0187,2.6,0.0,0.0,UNFAIR
AdaBoost,ETHNICITY,SPD,0.099437,0.003491,0.1,0.0006,0.2,0.4667,53.3,FAIR
AdaBoost,ETHNICITY,EOPP,0.054765,0.00388,0.1,0.0452,11.7,0.0,100.0,FAIR
AdaBoost,ETHNICITY,EOD,0.056246,0.003084,0.1,0.0438,14.2,0.0,100.0,FAIR
AdaBoost,ETHNICITY,TI,0.001329,0.000404,0.1,0.0987,244.4,0.0,100.0,FAIR
AdaBoost,ETHNICITY,PP,0.007959,0.005034,0.1,0.092,18.3,0.0,100.0,FAIR
AdaBoost,ETHNICITY,CAL,0.188026,0.002547,0.05,0.138,54.2,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,DI,0.460032,0.003404,0.8,0.34,99.9,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,SPD,0.333844,0.002947,0.1,0.2338,79.3,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,EOPP,0.178141,0.003413,0.1,0.0781,22.9,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,EOD,0.178302,0.003225,0.1,0.0783,24.3,0.0,0.0,UNFAIR
AdaBoost,AGE_GROUP,TI,0.003342,0.000323,0.1,0.0967,299.6,0.0,100.0,FAIR
AdaBoost,AGE_GROUP,PP,0.045391,0.005221,0.1,0.0546,10.5,0.0,100.0,FAIR
AdaBoost,AGE_GROUP,CAL,0.199933,0.003982,0.05,0.1499,37.7,0.0,0.0,UNFAIR
GradientBoosting,RACE,DI,0.617146,0.047373,0.8,0.1829,3.9,0.0,0.0,UNFAIR
GradientBoosting,RACE,SPD,0.192413,0.024288,0.1,0.0924,3.8,0.0,0.0,UNFAIR
GradientBoosting,RACE,EOPP,0.072468,0.034932,0.1,0.0275,0.8,0.3,70.0,FAIR
GradientBoosting,RACE,EOD,0.075651,0.031796,0.1,0.0243,0.8,0.3,70.0,FAIR
GradientBoosting,RACE,TI,0.00876,0.004145,0.1,0.0912,22.0,0.0,100.0,FAIR
GradientBoosting,RACE,PP,0.080233,0.041202,0.1,0.0198,0.5,0.3,70.0,FAIR
GradientBoosting,RACE,CAL,0.258588,0.085025,0.05,0.2086,2.5,0.0,0.0,UNFAIR
GradientBoosting,SEX,DI,0.748884,0.00562,0.8,0.0511,9.1,0.0,0.0,UNFAIR
GradientBoosting,SEX,SPD,0.130385,0.003595,0.1,0.0304,8.5,0.0,0.0,UNFAIR
GradientBoosting,SEX,EOPP,0.045082,0.004431,0.1,0.0549,12.4,0.0,100.0,FAIR
GradientBoosting,SEX,EOD,0.057409,0.002945,0.1,0.0426,14.5,0.0,100.0,FAIR
GradientBoosting,SEX,TI,0.003326,0.001037,0.1,0.0967,93.3,0.0,100.0,FAIR
GradientBoosting,SEX,PP,0.002725,0.001696,0.1,0.0973,57.3,0.0,100.0,FAIR
GradientBoosting,SEX,CAL,0.041833,0.00493,0.05,0.0082,1.7,0.1,90.0,FAIR
GradientBoosting,ETHNICITY,DI,0.823692,0.008697,0.8,0.0237,2.7,0.0,100.0,FAIR
GradientBoosting,ETHNICITY,SPD,0.080899,0.004261,0.1,0.0191,4.5,0.0,100.0,FAIR
GradientBoosting,ETHNICITY,EOPP,0.027579,0.003971,0.1,0.0724,18.2,0.0,100.0,FAIR
GradientBoosting,ETHNICITY,EOD,0.031176,0.002873,0.1,0.0688,24.0,0.0,100.0,FAIR
GradientBoosting,ETHNICITY,TI,0.001717,0.000872,0.1,0.0983,112.8,0.0,100.0,FAIR
GradientBoosting,ETHNICITY,PP,0.004584,0.003024,0.1,0.0954,31.5,0.0,100.0,FAIR
GradientBoosting,ETHNICITY,CAL,0.039168,0.008186,0.05,0.0108,1.3,0.1333,86.7,FAIR
GradientBoosting,AGE_GROUP,DI,0.509009,0.003414,0.8,0.291,85.2,0.0,0.0,UNFAIR
GradientBoosting,AGE_GROUP,SPD,0.298027,0.003116,0.1,0.198,63.5,0.0,0.0,UNFAIR
GradientBoosting,AGE_GROUP,EOPP,0.107148,0.003893,0.1,0.0071,1.8,0.0333,3.3,UNFAIR
GradientBoosting,AGE_GROUP,EOD,0.110678,0.002576,0.1,0.0107,4.1,0.0,0.0,UNFAIR
GradientBoosting,AGE_GROUP,TI,0.003497,0.000836,0.1,0.0965,115.5,0.0,100.0,FAIR
GradientBoosting,AGE_GROUP,PP,0.045007,0.003578,0.1,0.055,15.4,0.0,100.0,FAIR
GradientBoosting,AGE_GROUP,CAL,0.037464,0.007623,0.05,0.0125,1.6,0.0333,96.7,FAIR
